province,year,area,food_spend,nonfood_spend,total_spend,engel_ratio,internet_pct,mobile_pct,computer_pct,digital_index_pct,calorie_per_capita,protein_per_capita,poverty_rate,gini,vulnerability_score,_inferred_from_2023
SULAWESI UTARA,2024,rural,,,,,81.95,89.16,10.35,60.48666666666667,,,,,,1
SULAWESI UTARA,2024,total,670957.0,644219.0,1315176.0,0.5101651794132497,85.86,91.53,17.23,64.87333333333332,2104.76,65.22,,,0.21763850412379152,1
SULAWESI UTARA,2024,urban,,,,,88.96,95.18,22.68,68.94,,,,,,1
SULAWESI UTARA,2024,rural,,,,,85.19,93.1,10.38,62.88999999999999,,,,,,
SULAWESI UTARA,2024,total,717919.0,664510.0,1382429.0,0.5193170860854337,89.31,95.39,17.77,67.49,2011.68,63.62,,,0.2154409220717015,
SULAWESI UTARA,2024,urban,,,,,92.57,97.19,23.59,71.11666666666666,,,,,,
SUMATERA BARAT,2024,rural,,,,,87.03,90.78,10.99,62.93333333333334,,,,,,1
SUMATERA BARAT,2024,total,747469.0,664354.0,1411823.0,0.5294353470654608,89.92,93.49,19.75,67.72,2086.06,58.68,,,0.24777854356434195,1
SUMATERA BARAT,2024,urban,,,,,92.81,97.05,28.48,72.78,,,,,,1
SUMATERA BARAT,2024,rural,,,,,88.82,94.6,11.83,65.08333333333333,,,,,,
SUMATERA BARAT,2024,total,797728.0,683125.0,1480853.0,0.5386949278557697,91.89,96.36,20.48,69.57666666666667,2032.94,57.79,,,0.2641343638571865,
SUMATERA BARAT,2024,urban,,,,,94.85,98.05,28.84,73.91333333333333,,,,,,
SUMATERA SELATAN,2024,rural,,,,,87.45,91.4,7.82,62.223333333333336,,,,,,1
SUMATERA SELATAN,2024,total,647779.0,562206.0,1209986.0,0.5353607397110379,89.91,92.99,14.78,65.89333333333333,2191.06,65.1,,,0.24151533173185422,1
SUMATERA SELATAN,2024,urban,,,,,94.08,96.5,26.58,72.38666666666666,,,,,,1
SUMATERA SELATAN,2024,rural,,,,,88.72,94.35,9.46,64.17666666666666,,,,,,
SUMATERA SELATAN,2024,total,711510.0,577490.0,1289001.0,0.5519856074587995,90.94,95.33,14.93,67.06666666666666,2196.16,66.43,,,0.25484880313512664,
SUMATERA SELATAN,2024,urban,,,,,94.82,97.06,24.49,72.12333333333333,,,,,,
SUMATERA UTARA,2024,rural,,,,,85.56,91.98,9.19,62.24333333333334,,,,,,1
SUMATERA UTARA,2024,total,707588.0,597752.0,1305339.0,0.5420722126589338,89.66,93.74,15.39,66.26333333333332,2093.67,62.91,,,0.24739981059378668,1
SUMATERA UTARA,2024,urban,,,,,92.78,95.95,20.12,69.61666666666667,,,,,,1
SUMATERA UTARA,2024,rural,,,,,89.05,95.32,8.43,64.26666666666667,,,,,,
SUMATERA UTARA,2024,total,734270.0,606687.0,1340957.0,0.5475716223562724,92.3,96.48,15.35,68.04333333333334,2041.63,62.11,,,0.24507440451559415,
SUMATERA UTARA,2024,urban,,,,,94.77,97.35,20.6,70.90666666666667,,,,,,
SUMBER PUBLIKASI STATISTIK INDONESIA,2024,total,,,,,,,,,,,,,,1
SUMBER PUBLIKASI STATISTIK INDONESIA,2024,total,,,,,,,,,,,,,,
