province,area,buah,daging,ikan,rokok,sayur,telur_susu,gizi_total,rokok_pct_of_gizi,rokok_minus_sayur,rokok_vs_sayur_ratio,gizi_deficit_index,rokok_rank,calorie_per_capita,protein_per_capita,poverty_rate,gini,internet_pct,mobile_pct,computer_pct,digital_index_pct,population_thousands,smoking_10_18_daily_pct,smoking_10plus_daily_pct,smoking_indoor_pct,passive_smoke_daily_pct,mdd_6_23_pct,mmf_6_23_pct,mad_6_23_pct,animal_protein_6_23_pct,stunting_0_59_total_pct,underweight_0_59_total_pct,wasting_0_59_total_pct,stunting_knowledge_correct_pct,stunting_knowledge_weight_not_gain_pct,stunting_knowledge_failed_growth_pct,stunting_knowledge_stunted_pct,stunting_knowledge_chronic_malnutrition_pct,smoking_10_18_current_pct,smoking_10_18_never_pct,smoking_10plus_current_pct,smoking_10plus_never_pct,cigarettes_per_day,cigarettes_per_week_occasional,cigarette_pack_price_rupiah,smoking_start_10_14_pct,smoking_start_15_19_pct,fish_daily_pct,fish_weekly_pct,fish_rare_pct,egg_daily_pct,egg_weekly_pct,egg_rare_pct,milk_daily_pct,milk_weekly_pct,milk_rare_pct,vulnerability_score,policy_priority_score,ski_health_context_score
Kalimantan Selatan,total,42352.0,32911.0,,81243.0,46718.0,42910.0,164891.0,49.27073036126896,34525.0,1.7390085192003082,-1.0296025503735706,30,2198.3,69.2,4.02,0.298,89.22,92.76,18.51,66.83,4273.4,2.8,16.5,87.5,22.5,58.0,57.0,37.8,76.8,24.7,21.6,12.4,72.5,55.7,53.3,50.7,41.5,4.5,95.0,20.4,77.8,15.0,11.19,19335.0,13.3,58.4,36.5,55.1,8.4,23.0,70.7,6.3,8.3,35.5,56.2,20.183548134968795,23.461845391569256,35.55059435870316
Kalimantan Selatan,urban,44504.0,40081.0,,75275.0,45716.0,49581.0,179882.0,41.84687739740497,29559.0,1.646578878292064,-1.3896645632680173,32,2198.3,69.2,4.02,0.298,89.22,92.76,18.51,66.83,4273.4,2.8,16.5,87.5,22.5,58.0,57.0,37.8,76.8,24.7,21.6,12.4,72.5,55.7,53.3,50.7,41.5,4.5,95.0,20.4,77.8,15.0,11.19,19335.0,13.3,58.4,36.5,55.1,8.4,23.0,70.7,6.3,8.3,35.5,56.2,17.508245033924794,21.856663530942853,35.55059435870316
Kalimantan Tengah,rural,41409.0,50943.0,,131155.0,71272.0,41450.0,205074.0,63.95496259886675,59883.0,1.8402037265686384,-0.5636003202317869,4,2050.6,61.84,5.26,0.304,92.13,95.97,19.43,69.17666666666666,2809.7,2.5,19.1,90.5,26.8,63.2,53.9,39.0,77.5,23.5,17.7,9.0,75.7,69.9,65.1,49.6,46.7,3.6,96.2,23.4,75.1,15.52,11.22,22024.0,15.5,59.4,18.6,72.2,9.2,17.5,75.8,6.7,6.0,38.8,55.2,32.08655432593592,31.62221932762447,42.12699819876252
Kalimantan Tengah,total,41408.0,51701.0,,116164.0,66600.0,43446.0,203155.0,57.1799857251852,49564.0,1.7442042042042043,-0.7488636754932682,4,2050.6,61.84,5.26,0.304,92.13,95.97,19.43,69.17666666666666,2809.7,2.5,19.1,90.5,26.8,63.2,53.9,39.0,77.5,23.5,17.7,9.0,75.7,69.9,65.1,49.6,46.7,3.6,96.2,23.4,75.1,15.52,11.22,22024.0,15.5,59.4,18.6,72.2,9.2,17.5,75.8,6.7,6.0,38.8,55.2,29.645084010200062,30.157337138182953,42.12699819876252
Kalimantan Tengah,urban,41406.0,52679.0,,96816.0,60570.0,46024.0,200679.0,48.244210903980985,36246.0,1.5984150569588906,-1.0727875557759048,12,2050.6,61.84,5.26,0.304,92.13,95.97,19.43,69.17666666666666,2809.7,2.5,19.1,90.5,26.8,63.2,53.9,39.0,77.5,23.5,17.7,9.0,75.7,69.9,65.1,49.6,46.7,3.6,96.2,23.4,75.1,15.52,11.22,22024.0,15.5,59.4,18.6,72.2,9.2,17.5,75.8,6.7,6.0,38.8,55.2,26.424935900349038,28.22524827227234,42.12699819876252
Kalimantan Timur,rural,51906.0,48739.0,,120486.0,68154.0,39336.0,208135.0,57.888389747039184,52332.0,1.767849282507263,-0.7274621117806218,9,1950.46,64.3,5.51,0.31,95.45,98.44,30.52,74.80333333333333,4045.9,3.3,18.3,78.6,25.1,60.1,62.6,40.8,79.0,22.8,18.1,10.1,73.8,55.5,59.4,49.9,45.8,5.199999999999999,93.9,22.1,74.4,14.27,10.09,23029.0,17.2,53.7,28.6,63.7,7.7,25.1,67.4,7.5,13.4,30.1,56.5,28.329686070443284,28.278279197546333,36.72717997125706
Kalimantan Timur,total,55348.0,50804.0,,99162.0,67107.0,49330.0,222589.0,44.549371262730865,32055.0,1.477669989717913,-1.2447005909521793,15,1950.46,64.3,5.51,0.31,95.45,98.44,30.52,74.80333333333333,4045.9,3.3,18.3,78.6,25.1,60.1,62.6,40.8,79.0,22.8,18.1,10.1,73.8,55.5,59.4,49.9,45.8,5.199999999999999,93.9,22.1,74.4,14.27,10.09,23029.0,17.2,53.7,28.6,63.7,7.7,25.1,67.4,7.5,13.4,30.1,56.5,23.522759304832963,25.39412313818014,36.72717997125706
Kalimantan Timur,urban,56873.0,51719.0,,89716.0,66644.0,53757.0,228993.0,39.17849017218867,23072.0,1.346197707220455,-1.5524209728476526,17,1950.46,64.3,5.51,0.31,95.45,98.44,30.52,74.80333333333333,4045.9,3.3,18.3,78.6,25.1,60.1,62.6,40.8,79.0,22.8,18.1,10.1,73.8,55.5,59.4,49.9,45.8,5.199999999999999,93.9,22.1,74.4,14.27,10.09,23029.0,17.2,53.7,28.6,63.7,7.7,25.1,67.4,7.5,13.4,30.1,56.5,21.587277162769166,24.23283385294186,36.72717997125706
Kalimantan Utara,rural,35589.0,56814.0,,107989.0,73848.0,47209.0,213460.0,50.589806052656236,34141.0,1.4623144838045716,-0.9766828102862328,14,,,5.38,0.259,94.58,97.94,25.05,72.52333333333333,739.8,2.5,16.5,74.3,16.9,52.6,51.6,30.2,73.1,17.4,15.3,8.7,81.3,72.2,69.5,59.0,47.9,4.0,95.6,20.5,78.2,13.13,9.48,24163.0,16.0,57.7,20.2,66.9,12.9,17.2,72.3,10.5,7.7,36.4,56.0,,,33.082797754855406
Kalimantan Utara,total,38744.0,51181.0,,97732.0,67920.0,51307.0,209152.0,46.727738678090574,29812.0,1.4389281507656067,-1.1400564809888265,16,,,5.38,0.259,94.58,97.94,25.05,72.52333333333333,739.8,2.5,16.5,74.3,16.9,52.6,51.6,30.2,73.1,17.4,15.3,8.7,81.3,72.2,69.5,59.0,47.9,4.0,95.6,20.5,78.2,13.13,9.48,24163.0,16.0,57.7,20.2,66.9,12.9,17.2,72.3,10.5,7.7,36.4,56.0,,,33.082797754855406
Kalimantan Utara,urban,40463.0,48112.0,,92145.0,64691.0,53540.0,206806.0,44.55625078576057,27454.0,1.4243866998500565,-1.2443540072711488,14,,,5.38,0.259,94.58,97.94,25.05,72.52333333333333,739.8,2.5,16.5,74.3,16.9,52.6,51.6,30.2,73.1,17.4,15.3,8.7,81.3,72.2,69.5,59.0,47.9,4.0,95.6,20.5,78.2,13.13,9.48,24163.0,16.0,57.7,20.2,66.9,12.9,17.2,72.3,10.5,7.7,36.4,56.0,,,33.082797754855406
Kepulauan Bangka Belitung,rural,55271.0,50289.0,,143122.0,73680.0,44571.0,223811.0,63.94770587683358,69442.0,1.9424809989142238,-0.5637777560403013,1,1992.17,65.69,5.08,0.235,,,,,1531.5,2.9,20.8,87.1,26.3,55.1,54.7,34.0,74.1,20.7,13.4,8.0,78.3,64.2,67.9,54.0,52.3,4.3,95.3,23.9,74.9,16.42,11.68,24114.0,18.0,60.7,26.4,65.6,8.0,16.5,77.6,5.9,7.8,28.1,64.1,29.024661990076243,30.600326392089485,45.085195250812816
Kepulauan Bangka Belitung,total,60010.0,53710.0,,131199.0,80052.0,50998.0,244770.0,53.600931486701796,51147.0,1.6389222005696298,-0.8656392198111266,1,1992.17,65.69,5.08,0.235,,,,,1531.5,2.9,20.8,87.1,26.3,55.1,54.7,34.0,74.1,20.7,13.4,8.0,78.3,64.2,67.9,54.0,52.3,4.3,95.3,23.9,74.9,16.42,11.68,24114.0,18.0,60.7,26.4,65.6,8.0,16.5,77.6,5.9,7.8,28.1,64.1,25.296037817903137,28.363151888785623,45.085195250812816
Kepulauan Bangka Belitung,urban,63396.0,56154.0,,122682.0,84604.0,55590.0,259744.0,47.231889860786005,38078.0,1.4500732825871117,-1.1172136091684193,3,1992.17,65.69,5.08,0.235,,,,,1531.5,2.9,20.8,87.1,26.3,55.1,54.7,34.0,74.1,20.7,13.4,8.0,78.3,64.2,67.9,54.0,52.3,4.3,95.3,23.9,74.9,16.42,11.68,24114.0,18.0,60.7,26.4,65.6,8.0,16.5,77.6,5.9,7.8,28.1,64.1,23.000852703727297,26.98604082028012,45.085195250812816
Kepulauan Riau,rural,26290.0,29382.0,,104706.0,64382.0,42685.0,162739.0,64.3398324925187,40324.0,1.6263241278618248,-0.5542471300594044,16,2050.02,67.05,4.78,0.357,,,,,2183.3,1.6,20.2,71.3,21.8,53.2,64.9,36.9,85.4,16.8,12.6,6.3,74.9,58.9,55.9,52.7,40.0,3.3,95.3,23.6,74.5,14.68,11.83,18813.0,16.1,57.8,16.9,75.2,7.8,19.0,74.6,6.4,10.0,29.7,60.2,27.889267850388862,28.52957333601389,39.511394086601896
Kepulauan Riau,total,49645.0,61993.0,,89194.0,80478.0,57539.0,249655.0,35.72690312631431,8716.0,1.1083028902308705,-1.7990111442473709,23,2050.02,67.05,4.78,0.357,,,,,2183.3,1.6,20.2,71.3,21.8,53.2,64.9,36.9,85.4,16.8,12.6,6.3,74.9,58.9,55.9,52.7,40.0,3.3,95.3,23.6,74.5,14.68,11.83,18813.0,16.1,57.8,16.9,75.2,7.8,19.0,74.6,6.4,10.0,29.7,60.2,17.57814517110596,22.34289972844415,39.511394086601896
Kepulauan Riau,urban,52288.0,65683.0,,87439.0,82299.0,59220.0,259490.0,33.69648155998304,5140.0,1.062455193866268,-1.9676688891684488,22,2050.02,67.05,4.78,0.357,,,,,2183.3,1.6,20.2,71.3,21.8,53.2,64.9,36.9,85.4,16.8,12.6,6.3,74.9,58.9,55.9,52.7,40.0,3.3,95.3,23.6,74.5,14.68,11.83,18813.0,16.1,57.8,16.9,75.2,7.8,19.0,74.6,6.4,10.0,29.7,60.2,16.846450572725143,21.903882969415662,39.511394086601896
Lampung,rural,33950.0,22717.0,,101690.0,65845.0,29029.0,151541.0,67.10395206577758,35845.0,1.5443845394487052,-0.49022519421772054,18,2005.8,57.99,10.62,0.301,91.57,95.44,10.89,65.96666666666665,9419.6,4.2,25.3,91.6,37.4,63.3,56.0,36.3,80.2,14.9,12.2,7.3,71.4,60.0,59.3,46.2,44.1,6.6,93.3,29.2,68.9,12.33,9.53,18222.0,14.7,62.1,7.5,70.2,22.2,15.2,76.5,8.3,6.7,26.8,66.5,42.66838907105658,43.73610760185525,56.54640754732968
Lampung,total,38731.0,24737.0,,99473.0,67212.0,32185.0,162865.0,61.0769655849937,32261.0,1.4799886924953878,-0.6372784574708715,14,2005.8,57.99,10.62,0.301,91.57,95.44,10.89,65.96666666666665,9419.6,4.2,25.3,91.6,37.4,63.3,56.0,36.3,80.2,14.9,12.2,7.3,71.4,60.0,59.3,46.2,44.1,6.6,93.3,29.2,68.9,12.33,9.53,18222.0,14.7,62.1,7.5,70.2,22.2,15.2,76.5,8.3,6.7,26.8,66.5,40.49646895080691,42.43295552970545,56.54640754732968
Lampung,urban,48071.0,28682.0,,95142.0,69882.0,38352.0,184987.0,51.43172222912962,25260.0,1.361466472052889,-0.9443253242521704,13,2005.8,57.99,10.62,0.301,91.57,95.44,10.89,65.96666666666665,9419.6,4.2,25.3,91.6,37.4,63.3,56.0,36.3,80.2,14.9,12.2,7.3,71.4,60.0,59.3,46.2,44.1,6.6,93.3,29.2,68.9,12.33,9.53,18222.0,14.7,62.1,7.5,70.2,22.2,15.2,76.5,8.3,6.7,26.8,66.5,37.020652607747664,40.34746572386991,56.54640754732968
Maluku,rural,40013.0,12956.0,,72784.0,56868.0,19972.0,129809.0,56.070072182976524,15916.0,1.2798762045438559,-0.7834826335458343,32,1791.94,52.2,15.78,0.291,87.27,94.44,17.73,66.47999999999999,1945.6,2.3,18.6,88.4,23.5,50.0,49.0,29.7,72.9,28.4,25.1,,71.4,65.2,59.8,41.4,43.6,4.699999999999999,94.6,24.5,73.5,11.21,7.82,27885.0,11.8,62.9,68.1,26.2,5.7,15.0,64.3,20.7,9.6,33.1,57.3,50.43101754194549,42.98348337054099,47.793781228234074
Maluku,total,46383.0,15278.0,,78146.0,60978.0,30253.0,152892.0,51.1118959788609,17168.0,1.281544163468792,-0.9564916950323753,33,1791.94,52.2,15.78,0.291,87.27,94.44,17.73,66.47999999999999,1945.6,2.3,18.6,88.4,23.5,50.0,49.0,29.7,72.9,28.4,25.1,,71.4,65.2,59.8,41.4,43.6,4.699999999999999,94.6,24.5,73.5,11.21,7.82,27885.0,11.8,62.9,68.1,26.2,5.7,15.0,64.3,20.7,9.6,33.1,57.3,48.64426014804781,41.911428934202384,47.793781228234074
Maluku,urban,54670.0,18299.0,,85121.0,66325.0,43629.0,182923.0,46.53378744061709,18796.0,1.283392385978138,-1.1489761633439457,24,1791.94,52.2,15.78,0.291,87.27,94.44,17.73,66.47999999999999,1945.6,2.3,18.6,88.4,23.5,50.0,49.0,29.7,72.9,28.4,25.1,,71.4,65.2,59.8,41.4,43.6,4.699999999999999,94.6,24.5,73.5,11.21,7.82,27885.0,11.8,62.9,68.1,26.2,5.7,15.0,64.3,20.7,9.6,33.1,57.3,46.994466162512715,40.92155254288133,47.793781228234074
Maluku Utara,rural,48597.0,10597.0,,109696.0,66797.0,21929.0,147920.0,74.15900486749595,42899.0,1.642229441441981,-0.3484539089848308,13,1800.54,52.05,6.03,0.296,87.28,94.7,17.02,66.33333333333334,1355.6,1.4,19.0,90.2,,51.4,41.0,26.6,72.5,23.6,20.9,,74.4,71.6,66.5,51.3,54.3,3.5,96.3,25.0,73.8,12.5,8.64,27365.0,10.2,61.4,63.5,29.4,7.1,25.8,59.0,15.2,13.4,38.7,48.0,45.804790270225986,36.557800727428756,35.60930510754809
Maluku Utara,total,55076.0,12671.0,,115857.0,69416.0,24399.0,161562.0,71.71055074831953,46441.0,1.669024432407514,-0.39449493772495403,5,1800.54,52.05,6.03,0.296,87.28,94.7,17.02,66.33333333333334,1355.6,1.4,19.0,90.2,,51.4,41.0,26.6,72.5,23.6,20.9,,74.4,71.6,66.5,51.3,54.3,3.5,96.3,25.0,73.8,12.5,8.64,27365.0,10.2,61.4,63.5,29.4,7.1,25.8,59.0,15.2,13.4,38.7,48.0,44.92245101462908,36.02839717407061,35.60930510754809
Maluku Utara,urban,70864.0,17723.0,,130871.0,75798.0,30417.0,194802.0,67.18154844406115,55073.0,1.72657589910024,-0.4885039466344721,1,1800.54,52.05,6.03,0.296,87.28,94.7,17.02,66.33333333333334,1355.6,1.4,19.0,90.2,,51.4,41.0,26.6,72.5,23.6,20.9,,74.4,71.6,66.5,51.3,54.3,3.5,96.3,25.0,73.8,12.5,8.64,27365.0,10.2,61.4,63.5,29.4,7.1,25.8,59.0,15.2,13.4,38.7,48.0,43.290353238959845,35.04913850866907,35.60930510754809
Nusa Tenggara Barat,rural,41307.0,28935.0,,87852.0,54227.0,23586.0,148055.0,59.33740839552869,33625.0,1.6200785586515942,-0.6852775121795748,24,2419.21,74.45,11.91,0.364,86.54,92.02,11.73,63.43,5646.0,6.5,27.7,79.6,35.9,61.2,63.9,39.9,80.3,24.5,20.8,8.6,67.7,50.1,53.9,39.5,40.4,9.7,89.8,31.3,67.2,11.9,7.02,21847.0,18.8,60.5,21.6,61.0,17.4,16.8,71.4,11.7,5.9,28.9,65.3,29.899500940776658,37.30395218272557,60.45464576539447
Nusa Tenggara Barat,total,49529.0,34807.0,,80526.0,55356.0,28174.0,167866.0,47.97040496586563,25170.0,1.4546932581833947,-1.0846186324913691,32,2419.21,74.45,11.91,0.364,86.54,92.02,11.73,63.43,5646.0,6.5,27.7,79.6,35.9,61.2,63.9,39.9,80.3,24.5,20.8,8.6,67.7,50.1,53.9,39.5,40.4,9.7,89.8,31.3,67.2,11.9,7.02,21847.0,18.8,60.5,21.6,61.0,17.4,16.8,71.4,11.7,5.9,28.9,65.3,25.803221061180636,34.846184254967945,60.45464576539447
Nusa Tenggara Barat,urban,57072.0,40194.0,,73806.0,56392.0,32382.0,186040.0,39.67211352397334,17414.0,1.3088026670449708,-1.5206622767796656,33,2419.21,74.45,11.91,0.364,86.54,92.02,11.73,63.43,5646.0,6.5,27.7,79.6,35.9,61.2,63.9,39.9,80.3,24.5,20.8,8.6,67.7,50.1,53.9,39.5,40.4,9.7,89.8,31.3,67.2,11.9,7.02,21847.0,18.8,60.5,21.6,61.0,17.4,16.8,71.4,11.7,5.9,28.9,65.3,22.812800192674317,33.05193173386415,60.45464576539447
Nusa Tenggara Timur,rural,15558.0,34436.0,,55736.0,48185.0,16076.0,114255.0,48.78211019211413,7551.0,1.1567085192487288,-1.0499318214439501,37,1930.43,55.06,19.02,0.316,82.45,91.36,13.7,62.50333333333333,5656.0,3.6,18.7,92.9,27.5,44.8,51.4,26.0,70.0,37.9,29.7,13.6,64.2,57.2,50.7,41.7,47.2,6.300000000000001,93.3,25.0,73.7,10.99,7.51,18479.0,13.2,55.5,16.9,53.4,29.7,7.2,59.0,33.8,5.2,24.9,69.9,48.57055337429783,51.67758321630591,76.21566062681904
Nusa Tenggara Timur,total,18177.0,36052.0,,56454.0,51525.0,20611.0,126365.0,44.675345230087444,4929.0,1.0956622998544396,-1.2383710631664717,38,1930.43,55.06,19.02,0.316,82.45,91.36,13.7,62.50333333333333,5656.0,3.6,18.7,92.9,27.5,44.8,51.4,26.0,70.0,37.9,29.7,13.6,64.2,57.2,50.7,41.7,47.2,6.300000000000001,93.3,25.0,73.7,10.99,7.51,18479.0,13.2,55.5,16.9,53.4,29.7,7.2,59.0,33.8,5.2,24.9,69.9,47.090615518355925,50.789620502740775,76.21566062681904
Nusa Tenggara Timur,urban,25432.0,40527.0,,58442.0,60777.0,33173.0,159909.0,36.54703612679712,-2335.0,0.9615808611810389,-1.7361999931556074,37,1930.43,55.06,19.02,0.316,82.45,91.36,13.7,62.50333333333333,5656.0,3.6,18.7,92.9,27.5,44.8,51.4,26.0,70.0,37.9,29.7,13.6,64.2,57.2,50.7,41.7,47.2,6.300000000000001,93.3,25.0,73.7,10.99,7.51,18479.0,13.2,55.5,16.9,53.4,29.7,7.2,59.0,33.8,5.2,24.9,69.9,44.16145048018435,49.032121479837826,76.21566062681904
Papua,rural,30565.0,35825.0,,107626.0,71948.0,22828.0,161166.0,66.7795937108323,35678.0,1.4958859176071608,-0.4974634382026648,15,1782.9,54.73,18.09,0.405,81.99,90.32,24.59,65.63333333333334,4542.64,1.3,16.3,,,63.2,52.5,36.1,77.9,33.6,,,81.0,69.5,72.9,58.3,60.0,4.7,94.5,22.700000000000003,75.0,13.55,9.17,29752.0,21.1,53.2,30.2,56.8,13.0,15.1,62.4,22.5,13.4,38.0,48.6,54.30670894904792,45.57937214772718,45.51323101678405
Papua,total,34146.0,40886.0,,95626.0,76542.0,39583.0,191157.0,50.02484868458911,19084.0,1.2493271667842492,-0.9990065463367703,19,1782.9,54.73,18.09,0.405,81.99,90.32,24.59,65.63333333333334,4542.64,1.3,16.3,,,63.2,52.5,36.1,77.9,33.6,,,81.0,69.5,72.9,58.3,60.0,4.7,94.5,22.700000000000003,75.0,13.55,9.17,29752.0,21.1,53.2,30.2,56.8,13.0,15.1,62.4,22.5,13.4,38.0,48.6,48.26887097675869,41.956669364353644,45.51323101678405
Papua,urban,36531.0,44257.0,,87633.0,79601.0,50744.0,211133.0,41.50606489748168,8032.0,1.100903254984234,-1.409286456015428,20,1782.9,54.73,18.09,0.405,81.99,90.32,24.59,65.63333333333334,4542.64,1.3,16.3,,,63.2,52.5,36.1,77.9,33.6,,,81.0,69.5,72.9,58.3,60.0,4.7,94.5,22.700000000000003,75.0,13.55,9.17,29752.0,21.1,53.2,30.2,56.8,13.0,15.1,62.4,22.5,13.4,38.0,48.6,45.19899219633226,40.114742096097785,45.51323101678405
Papua Barat,rural,41579.0,48053.0,,129919.0,83520.0,37438.0,210590.0,61.692862908970035,46399.0,1.5555435823754789,-0.6209330428959583,5,1769.8,51.78,21.09,0.385,85.51,92.52,18.35,65.46,1205.83,2.6,15.6,,,58.6,45.6,28.2,77.6,,,,84.3,72.4,70.9,65.3,61.1,4.5,95.0,22.3,76.7,11.87,9.36,29463.0,12.7,56.3,27.6,56.0,16.4,15.4,64.4,20.2,11.3,34.0,54.7,59.084719478154625,45.28910539483689,39.36573832688517
Papua Barat,total,46206.0,46766.0,,127427.0,84494.0,41194.0,218660.0,58.2763193999817,42933.0,1.508118919686605,-0.7159628650129094,2,1769.8,51.78,21.09,0.385,85.51,92.52,18.35,65.46,1205.83,2.6,15.6,,,58.6,45.6,28.2,77.6,,,,84.3,72.4,70.9,65.3,61.1,4.5,95.0,22.3,76.7,11.87,9.36,29463.0,12.7,56.3,27.6,56.0,16.4,15.4,64.4,20.2,11.3,34.0,54.7,57.85351386444715,44.5503820266124,39.36573832688517
Papua Barat,urban,56580.0,43878.0,,121840.0,86680.0,49616.0,236754.0,51.462699679836454,35160.0,1.405629903091832,-0.9431549573210768,4,1769.8,51.78,21.09,0.385,85.51,92.52,18.35,65.46,1205.83,2.6,15.6,,,58.6,45.6,28.2,77.6,,,,84.3,72.4,70.9,65.3,61.1,4.5,95.0,22.3,76.7,11.87,9.36,29463.0,12.7,56.3,27.6,56.0,16.4,15.4,64.4,20.2,11.3,34.0,54.7,55.39811798640817,43.07714449978901,39.36573832688517
Papua Barat Daya,rural,40584.0,43203.0,97262.0,119855.0,77568.0,31804.0,290421.0,41.269398562776104,42287.0,1.5451603754125414,-1.4231029160235285,10,1890.36,57.83,16.95,0.347,88.49,93.64,19.63,67.25333333333333,,2.7,18.2,,,,,,,,,,63.4,63.0,54.1,38.2,50.1,4.6,95.3,24.299999999999997,74.6,11.92,6.88,26222.0,17.8,54.8,44.7,44.9,10.4,17.8,59.4,22.8,12.5,29.6,57.9,40.84538063629146,,42.103818027932064
Papua Barat Daya,total,37616.0,37015.0,9747.0,101874.0,81843.0,41498.0,207719.0,49.04414136405432,20031.0,1.2447490927751916,-1.0389795237253863,11,1890.36,57.83,16.95,0.347,88.49,93.64,19.63,67.25333333333333,,2.7,18.2,,,,,,,,,,63.4,63.0,54.1,38.2,50.1,4.6,95.3,24.299999999999997,74.6,11.92,6.88,26222.0,17.8,54.8,44.7,44.9,10.4,17.8,59.4,22.8,12.5,29.6,57.9,43.647132452676196,,42.103818027932064
Papua Barat Daya,urban,34657.0,30845.0,97677.0,83946.0,86104.0,51164.0,300447.0,27.940368850412884,-2158.0,0.9749372851435474,-2.5790508183832466,26,1890.36,57.83,16.95,0.347,88.49,93.64,19.63,67.25333333333333,,2.7,18.2,,,,,,,,,,63.4,63.0,54.1,38.2,50.1,4.6,95.3,24.299999999999997,74.6,11.92,6.88,26222.0,17.8,54.8,44.7,44.9,10.4,17.8,59.4,22.8,12.5,29.6,57.9,36.04205348299707,,42.103818027932064
Papua Pegunungan,rural,41523.0,10143.0,38309.0,70367.0,179464.0,33923.0,303362.0,23.195719964926393,-109097.0,0.39209535059956313,-3.311140165134225,33,2190.07,39.89,29.66,0.346,12.15,31.66,2.31,15.373333333333337,,1.5,10.0,,,,,,,,,,80.6,84.6,77.1,64.8,65.6,3.5,96.0,15.5,83.7,14.73,11.68,27340.0,13.9,57.0,10.6,29.8,59.6,15.6,36.0,48.3,12.1,22.8,65.1,72.46691791590068,,38.51069404156714
Papua Pegunungan,total,41958.0,101937.0,4792.0,74607.0,177535.0,3466.0,329688.0,22.62957705466987,-102928.0,0.4202382628777424,-3.418995536611846,35,2190.07,39.89,29.66,0.346,12.15,31.66,2.31,15.373333333333337,,1.5,10.0,,,,,,,,,,80.6,84.6,77.1,64.8,65.6,3.5,96.0,15.5,83.7,14.73,11.68,27340.0,13.9,57.0,10.6,29.8,59.6,15.6,36.0,48.3,12.1,22.8,65.1,72.26289934349417,,38.51069404156714
Papua Pegunungan,urban,47694.0,108635.0,174873.0,13061.0,152055.0,44388.0,527645.0,2.47533853253608,-138994.0,0.08589655059024695,-39.39851466197075,38,2190.07,39.89,29.66,0.346,12.15,31.66,2.31,15.373333333333337,,1.5,10.0,,,,,,,,,,80.6,84.6,77.1,64.8,65.6,3.5,96.0,15.5,83.7,14.73,11.68,27340.0,13.9,57.0,10.6,29.8,59.6,15.6,36.0,48.3,12.1,22.8,65.1,64.99999999999999,,38.51069404156714
Papua Selatan,rural,37587.0,46452.0,83398.0,99195.0,65768.0,22556.0,255761.0,38.784255613639296,33427.0,1.5082562948546405,-1.578365845052674,21,1790.62,51.57,19.35,0.424,65.71,73.69,17.0,52.133333333333326,,4.8,24.9,,,,,,,,,,81.3,60.1,70.8,50.8,50.1,7.3,91.5,29.9,68.6,12.4,9.21,23728.0,28.5,44.5,25.0,60.2,14.8,8.4,58.7,32.9,7.7,30.0,62.3,49.04720652947854,,62.890600005150745
Papua Selatan,total,42236.0,56657.0,92522.0,101758.0,70685.0,36708.0,298808.0,34.054643784637626,31073.0,1.4395982174435877,-1.9364570844552762,12,1790.62,51.57,19.35,0.424,65.71,73.69,17.0,52.133333333333326,,4.8,24.9,,,,,,,,,,81.3,60.1,70.8,50.8,50.1,7.3,91.5,29.9,68.6,12.4,9.21,23728.0,28.5,44.5,25.0,60.2,14.8,8.4,58.7,32.9,7.7,30.0,62.3,47.34281593143565,,62.890600005150745
Papua Selatan,urban,5036.0,74488.0,108466.0,106237.0,79277.0,61437.0,328704.0,32.31995959890966,26960.0,1.3400734134742738,-2.0940632736240667,8,1790.62,51.57,19.35,0.424,65.71,73.69,17.0,52.133333333333326,,4.8,24.9,,,,,,,,,,81.3,60.1,70.8,50.8,50.1,7.3,91.5,29.9,68.6,12.4,9.21,23728.0,28.5,44.5,25.0,60.2,14.8,8.4,58.7,32.9,7.7,30.0,62.3,46.71769498628772,,62.890600005150745
Papua Tengah,rural,32631.0,120679.0,56559.0,66232.0,169796.0,35423.0,415088.0,15.956134602783024,-103564.0,0.39006808169803764,-5.267182026814833,34,1696.02,43.48,27.6,0.355,36.08,48.19,7.88,30.716666666666665,,2.7,10.3,,,,,,,,,,83.7,82.1,80.3,76.2,81.1,3.8,96.0,17.200000000000003,81.5,17.33,10.54,25072.0,12.9,60.5,15.1,42.2,42.7,12.9,50.5,36.6,10.1,33.8,56.1,61.24287519619385,,36.08044879786014
Papua Tengah,total,34781.0,10497.0,68154.0,81098.0,15348.0,38572.0,167352.0,48.45953439456953,65750.0,5.283945790982538,-1.0635774001824954,31,1696.02,43.48,27.6,0.355,36.08,48.19,7.88,30.716666666666665,,2.7,10.3,,,,,,,,,,83.7,82.1,80.3,76.2,81.1,3.8,96.0,17.200000000000003,81.5,17.33,10.54,25072.0,12.9,60.5,15.1,42.2,42.7,12.9,50.5,36.6,10.1,33.8,56.1,72.95599056643415,,36.08044879786014
Papua Tengah,urban,41441.0,56318.0,104065.0,127143.0,102947.0,43825.0,348596.0,36.47287978060562,24196.0,1.2350335609585514,-1.7417632115020096,2,1696.02,43.48,27.6,0.355,36.08,48.19,7.88,30.716666666666665,,2.7,10.3,,,,,,,,,,83.7,82.1,80.3,76.2,81.1,3.8,96.0,17.200000000000003,81.5,17.33,10.54,25072.0,12.9,60.5,15.1,42.2,42.7,12.9,50.5,36.6,10.1,33.8,56.1,68.63640955964787,,36.08044879786014
