city,group,sub_group,year,value
KOTA DUMAI,2022,Minuman yang Tidak Beralkohol,2022,108.08916666666666
BUNGO,2022,Minuman yang Tidak Beralkohol,2022,114.60166666666667
KOTA JAMBI,2022,Minuman yang Tidak Beralkohol,2022,108.60833333333332
KOTA PALEMBANG,2022,Minuman yang Tidak Beralkohol,2022,117.02833333333336
KOTA LUBUKLINGGAU,2022,Minuman yang Tidak Beralkohol,2022,121.79083333333335
KOTA BENGKULU,2022,Minuman yang Tidak Beralkohol,2022,111.82666666666668
KOTA BANDAR LAMPUNG,2022,Minuman yang Tidak Beralkohol,2022,111.37083333333334
KOTA METRO,2022,Minuman yang Tidak Beralkohol,2022,108.45333333333332
TANJUNG PANDAN,2022,Minuman yang Tidak Beralkohol,2022,113.5925
KOTA PANGKAL PINANG,2022,Minuman yang Tidak Beralkohol,2022,119.6675
KOTA BATAM,2022,Minuman yang Tidak Beralkohol,2022,107.50666666666666
KOTA TANJUNG PINANG,2022,Minuman yang Tidak Beralkohol,2022,103.69833333333332
DKI JAKARTA,2022,Minuman yang Tidak Beralkohol,2022,113.68833333333332
KOTA BOGOR,2022,Minuman yang Tidak Beralkohol,2022,117.55416666666667
KOTA SUKABUMI,2022,Minuman yang Tidak Beralkohol,2022,111.33833333333332
KOTA BANDUNG,2022,Minuman yang Tidak Beralkohol,2022,111.18666666666668
KOTA CIREBON,2022,Minuman yang Tidak Beralkohol,2022,115.20583333333332
KOTA BEKASI,2022,Minuman yang Tidak Beralkohol,2022,107.7425
KOTA DEPOK,2022,Minuman yang Tidak Beralkohol,2022,108.23333333333332
KOTA TASIKMALAYA,2022,Minuman yang Tidak Beralkohol,2022,112.5575
CILACAP,2022,Minuman yang Tidak Beralkohol,2022,116.5675
PURWOKERTO,2022,Minuman yang Tidak Beralkohol,2022,111.03916666666667
KUDUS,2022,Minuman yang Tidak Beralkohol,2022,118.195
KOTA SURAKARTA,2022,Minuman yang Tidak Beralkohol,2022,112.33416666666665
KOTA SEMARANG,2022,Minuman yang Tidak Beralkohol,2022,114.53166666666668
KOTA TEGAL,2022,Minuman yang Tidak Beralkohol,2022,109.17916666666666
KOTA YOGYAKARTA,2022,Minuman yang Tidak Beralkohol,2022,113.91249999999998
JEMBER,2022,Minuman yang Tidak Beralkohol,2022,108.83
BANYUWANGI,2022,Minuman yang Tidak Beralkohol,2022,107.25333333333334
SUMENEP,2022,Minuman yang Tidak Beralkohol,2022,107.69666666666666
KOTA KEDIRI,2022,Minuman yang Tidak Beralkohol,2022,112.10666666666668
KOTA MALANG,2022,Minuman yang Tidak Beralkohol,2022,112.3825
KOTA PROBOLINGGO,2022,Minuman yang Tidak Beralkohol,2022,112.80166666666668
KOTA MADIUN,2022,Minuman yang Tidak Beralkohol,2022,108.02333333333333
KOTA SURABAYA,2022,Minuman yang Tidak Beralkohol,2022,109.24916666666664
KOTA TANGERANG,2022,Minuman yang Tidak Beralkohol,2022,110.18333333333334
KOTA CILEGON,2022,Minuman yang Tidak Beralkohol,2022,102.87416666666668
KOTA SERANG,2022,Minuman yang Tidak Beralkohol,2022,115.25666666666666
SINGARAJA,2022,Minuman yang Tidak Beralkohol,2022,117.77583333333332
KOTA DENPASAR,2022,Minuman yang Tidak Beralkohol,2022,106.9975
KOTA MATARAM,2022,Minuman yang Tidak Beralkohol,2022,109.27416666666666
KOTA BIMA,2022,Minuman yang Tidak Beralkohol,2022,106.63916666666668
WAINGAPU,2022,Minuman yang Tidak Beralkohol,2022,99.71166666666666
MAUMERE,2022,Minuman yang Tidak Beralkohol,2022,107.95166666666668
KOTA KUPANG,2022,Minuman yang Tidak Beralkohol,2022,105.21083333333335
SINTANG,2022,Minuman yang Tidak Beralkohol,2022,117.77166666666665
KOTA PONTIANAK,2022,Minuman yang Tidak Beralkohol,2022,115.7225
KOTA SINGKAWANG,2022,Minuman yang Tidak Beralkohol,2022,110.89416666666666
SAMPIT,2022,Minuman yang Tidak Beralkohol,2022,113.23083333333334
KOTA PALANGKA RAYA,2022,Minuman yang Tidak Beralkohol,2022,110.41416666666667
KOTA BARU,2022,Minuman yang Tidak Beralkohol,2022,93.57833333333332
TANJUNG,2022,Minuman yang Tidak Beralkohol,2022,114.35833333333332
KOTA BANJARMASIN,2022,Minuman yang Tidak Beralkohol,2022,112.36666666666667
KOTA BALIKPAPAN,2022,Minuman yang Tidak Beralkohol,2022,113.51
KOTA SAMARINDA,2022,Minuman yang Tidak Beralkohol,2022,110.91333333333336
TANJUNG SELOR,2022,Minuman yang Tidak Beralkohol,2022,106.83083333333332
KOTA TARAKAN,2022,Minuman yang Tidak Beralkohol,2022,111.21749999999996
KOTA MANADO,2022,Minuman yang Tidak Beralkohol,2022,122.97249999999998
KOTA KOTAMOBAGU,2022,Minuman yang Tidak Beralkohol,2022,104.06583333333332
LUWUK,2022,Minuman yang Tidak Beralkohol,2022,133.57916666666668
KOTA PALU,2022,Minuman yang Tidak Beralkohol,2022,109.935
BULUKUMBA,2022,Minuman yang Tidak Beralkohol,2022,115.8875
WATAMPONE,2022,Minuman yang Tidak Beralkohol,2022,109.81499999999998
KOTA MAKASSAR,2022,Minuman yang Tidak Beralkohol,2022,117.85999999999996
KOTA PARE-PARE,2022,Minuman yang Tidak Beralkohol,2022,110.76083333333334
KOTA PALOPO,2022,Minuman yang Tidak Beralkohol,2022,104.08916666666664
KOTA KENDARI,2022,Minuman yang Tidak Beralkohol,2022,112.6775
KOTA BUA-BAU,2022,Minuman yang Tidak Beralkohol,2022,102.80666666666669
KOTA GORONTALO,2022,Minuman yang Tidak Beralkohol,2022,107.45166666666668
MAMUJU,2022,Minuman yang Tidak Beralkohol,2022,107.26333333333334
KOTA AMBON,2022,Minuman yang Tidak Beralkohol,2022,104.6275
KOTA TUAL,2022,Minuman yang Tidak Beralkohol,2022,105.67166666666668
KOTA TERNATE,2022,Minuman yang Tidak Beralkohol,2022,114.28833333333336
MANOKWARI,2022,Minuman yang Tidak Beralkohol,2022,116.7166666666667
KOTA SORONG,2022,Minuman yang Tidak Beralkohol,2022,100.5375
MERAUKE,2022,Minuman yang Tidak Beralkohol,2022,113.9975
TIMIKA,2022,Minuman yang Tidak Beralkohol,2022,81.47083333333332
KOTA JAYAPURA,2022,Minuman yang Tidak Beralkohol,2022,105.50583333333331
INDONESIA,2022,Minuman yang Tidak Beralkohol,2022,111.29333333333334
KOTA SIBOLGA,2022,Minuman Beralkohol,2022,133.32999999999998
KOTA PEMATANG SIANTAR,2022,Minuman Beralkohol,2022,109.77500000000002
KOTA GUNUNGSITOLI,2022,Minuman Beralkohol,2022,100.0
KOTA BATAM,2022,Minuman Beralkohol,2022,98.8
KOTA TANJUNG PINANG,2022,Minuman Beralkohol,2022,106.80416666666666
SINGARAJA,2022,Minuman Beralkohol,2022,118.00833333333334
KOTA DENPASAR,2022,Minuman Beralkohol,2022,116.46083333333333
WAINGAPU,2022,Minuman Beralkohol,2022,100.43000000000002
MAUMERE,2022,Minuman Beralkohol,2022,104.69
KOTA KUPANG,2022,Minuman Beralkohol,2022,104.85833333333336
KOTA MANADO,2022,Minuman Beralkohol,2022,110.42416666666668
KOTA KOTAMOBAGU,2022,Minuman Beralkohol,2022,105.95166666666668
KOTA AMBON,2022,Minuman Beralkohol,2022,127.45166666666668
KOTA TUAL,2022,Minuman Beralkohol,2022,120.66000000000004
KOTA SORONG,2022,Minuman Beralkohol,2022,100.71333333333332
MERAUKE,2022,Minuman Beralkohol,2022,109.67666666666666
TIMIKA,2022,Minuman Beralkohol,2022,109.65000000000002
KOTA JAYAPURA,2022,Minuman Beralkohol,2022,102.84250000000002
INDONESIA,2022,Minuman Beralkohol,2022,107.58583333333333
KOTA MEULABOH,2022,Rokok dan Tembakau,2022,123.23916666666668
KOTA BANDA ACEH,2022,Rokok dan Tembakau,2022,121.72833333333334
KOTA LHOKSEUMAWE,2022,Rokok dan Tembakau,2022,118.205
KOTA SIBOLGA,2022,Rokok dan Tembakau,2022,117.9016666666667
KOTA PEMATANG SIANTAR,2022,Rokok dan Tembakau,2022,125.3725
KOTA MEDAN,2022,Rokok dan Tembakau,2022,123.32083333333335
KOTA PADANGSIDIMPUAN,2022,Rokok dan Tembakau,2022,126.71666666666668
KOTA GUNUNGSITOLI,2022,Rokok dan Tembakau,2022,116.2666666666667
KOTA PADANG,2022,Rokok dan Tembakau,2022,126.42083333333332
KOTA BUKITTINGGI,2022,Rokok dan Tembakau,2022,130.80333333333334
TEMBILAHAN,2022,Rokok dan Tembakau,2022,124.29833333333336
KOTA PEKANBARU,2022,Rokok dan Tembakau,2022,120.99583333333337
KOTA DUMAI,2022,Rokok dan Tembakau,2022,130.70833333333334
BUNGO,2022,Rokok dan Tembakau,2022,128.7225
KOTA JAMBI,2022,Rokok dan Tembakau,2022,132.99833333333336
KOTA PALEMBANG,2022,Rokok dan Tembakau,2022,120.83000000000004
KOTA LUBUKLINGGAU,2022,Rokok dan Tembakau,2022,117.13666666666666
KOTA BENGKULU,2022,Rokok dan Tembakau,2022,127.00333333333332
KOTA BANDAR LAMPUNG,2022,Rokok dan Tembakau,2022,128.49916666666664
KOTA METRO,2022,Rokok dan Tembakau,2022,129.00666666666666
TANJUNG PANDAN,2022,Rokok dan Tembakau,2022,125.33500000000002
KOTA PANGKAL PINANG,2022,Rokok dan Tembakau,2022,127.19166666666668
KOTA BATAM,2022,Rokok dan Tembakau,2022,141.72
KOTA TANJUNG PINANG,2022,Rokok dan Tembakau,2022,124.05833333333332
DKI JAKARTA,2022,Rokok dan Tembakau,2022,132.61249999999998
KOTA BOGOR,2022,Rokok dan Tembakau,2022,121.7275
KOTA SUKABUMI,2022,Rokok dan Tembakau,2022,130.985
KOTA BANDUNG,2022,Rokok dan Tembakau,2022,123.10166666666667
KOTA CIREBON,2022,Rokok dan Tembakau,2022,118.59499999999998
KOTA BEKASI,2022,Rokok dan Tembakau,2022,125.67416666666666
KOTA DEPOK,2022,Rokok dan Tembakau,2022,121.6108333333333
KOTA TASIKMALAYA,2022,Rokok dan Tembakau,2022,126.55333333333334
CILACAP,2022,Rokok dan Tembakau,2022,135.61416666666665
PURWOKERTO,2022,Rokok dan Tembakau,2022,129.085
KUDUS,2022,Rokok dan Tembakau,2022,120.27
KOTA SURAKARTA,2022,Rokok dan Tembakau,2022,125.11333333333332
KOTA SEMARANG,2022,Rokok dan Tembakau,2022,124.59166666666668
KOTA TEGAL,2022,Rokok dan Tembakau,2022,127.78833333333334
KOTA YOGYAKARTA,2022,Rokok dan Tembakau,2022,125.60416666666669
JEMBER,2022,Rokok dan Tembakau,2022,130.41333333333333
BANYUWANGI,2022,Rokok dan Tembakau,2022,123.46083333333333
SUMENEP,2022,Rokok dan Tembakau,2022,123.95166666666668
KOTA KEDIRI,2022,Rokok dan Tembakau,2022,127.27583333333332
KOTA MALANG,2022,Rokok dan Tembakau,2022,129.5608333333333
KOTA PROBOLINGGO,2022,Rokok dan Tembakau,2022,111.92583333333332
KOTA MADIUN,2022,Rokok dan Tembakau,2022,135.54333333333332
KOTA SURABAYA,2022,Rokok dan Tembakau,2022,128.2108333333333
KOTA TANGERANG,2022,Rokok dan Tembakau,2022,119.70333333333332
KOTA CILEGON,2022,Rokok dan Tembakau,2022,133.09250000000003
KOTA SERANG,2022,Rokok dan Tembakau,2022,125.7125
SINGARAJA,2022,Rokok dan Tembakau,2022,125.55333333333331
KOTA DENPASAR,2022,Rokok dan Tembakau,2022,124.735
KOTA MATARAM,2022,Rokok dan Tembakau,2022,129.11833333333334
KOTA BIMA,2022,Rokok dan Tembakau,2022,126.87083333333337
WAINGAPU,2022,Rokok dan Tembakau,2022,111.56833333333334
MAUMERE,2022,Rokok dan Tembakau,2022,130.29416666666663
KOTA KUPANG,2022,Rokok dan Tembakau,2022,128.475
SINTANG,2022,Rokok dan Tembakau,2022,126.625
KOTA PONTIANAK,2022,Rokok dan Tembakau,2022,126.89666666666666
KOTA SINGKAWANG,2022,Rokok dan Tembakau,2022,122.97166666666664
SAMPIT,2022,Rokok dan Tembakau,2022,128.58166666666665
KOTA PALANGKA RAYA,2022,Rokok dan Tembakau,2022,140.8858333333333
KOTA BARU,2022,Rokok dan Tembakau,2022,125.5025
TANJUNG,2022,Rokok dan Tembakau,2022,126.91333333333334
KOTA BANJARMASIN,2022,Rokok dan Tembakau,2022,130.7725
KOTA BALIKPAPAN,2022,Rokok dan Tembakau,2022,126.73583333333332
KOTA SAMARINDA,2022,Rokok dan Tembakau,2022,119.65416666666668
TANJUNG SELOR,2022,Rokok dan Tembakau,2022,123.98833333333332
KOTA TARAKAN,2022,Rokok dan Tembakau,2022,116.46000000000002
KOTA MANADO,2022,Rokok dan Tembakau,2022,124.44416666666665
KOTA KOTAMOBAGU,2022,Rokok dan Tembakau,2022,128.32166666666663
LUWUK,2022,Rokok dan Tembakau,2022,121.785
KOTA PALU,2022,Rokok dan Tembakau,2022,124.5225
BULUKUMBA,2022,Rokok dan Tembakau,2022,115.66749999999998
WATAMPONE,2022,Rokok dan Tembakau,2022,116.20666666666666
KOTA MAKASSAR,2022,Rokok dan Tembakau,2022,120.46833333333336
KOTA PARE-PARE,2022,Rokok dan Tembakau,2022,124.41916666666664
KOTA PALOPO,2022,Rokok dan Tembakau,2022,116.73666666666664
KOTA KENDARI,2022,Rokok dan Tembakau,2022,122.28499999999998
KOTA BUA-BAU,2022,Rokok dan Tembakau,2022,137.8683333333333
KOTA GORONTALO,2022,Rokok dan Tembakau,2022,128.99916666666664
MAMUJU,2022,Rokok dan Tembakau,2022,127.45583333333336
KOTA AMBON,2022,Rokok dan Tembakau,2022,128.09083333333334
KOTA TUAL,2022,Rokok dan Tembakau,2022,128.65
KOTA TERNATE,2022,Rokok dan Tembakau,2022,124.46166666666666
MANOKWARI,2022,Rokok dan Tembakau,2022,133.33833333333337
KOTA SORONG,2022,Rokok dan Tembakau,2022,125.4775
MERAUKE,2022,Rokok dan Tembakau,2022,127.54500000000004
TIMIKA,2022,Rokok dan Tembakau,2022,123.05333333333331
KOTA JAYAPURA,2022,Rokok dan Tembakau,2022,116.84666666666668
INDONESIA,2022,Rokok dan Tembakau,2022,126.68583333333332
KOTA MEULABOH,2023,"Makanan, Minuman dan Tembakau",2023,129.1233333333333
KOTA BANDA ACEH,2023,"Makanan, Minuman dan Tembakau",2023,118.32083333333333
KOTA LHOKSEUMAWE,2023,"Makanan, Minuman dan Tembakau",2023,122.45833333333336
KOTA SIBOLGA,2023,"Makanan, Minuman dan Tembakau",2023,122.485
KOTA PEMATANG SIANTAR,2023,"Makanan, Minuman dan Tembakau",2023,121.91916666666668
KOTA MEDAN,2023,"Makanan, Minuman dan Tembakau",2023,116.75916666666669
KOTA PADANGSIDIMPUAN,2023,"Makanan, Minuman dan Tembakau",2023,122.46333333333337
KOTA GUNUNGSITOLI,2023,"Makanan, Minuman dan Tembakau",2023,119.09083333333336
KOTA PADANG,2023,"Makanan, Minuman dan Tembakau",2023,122.3225
KOTA BUKITTINGGI,2023,"Makanan, Minuman dan Tembakau",2023,121.61833333333333
TEMBILAHAN,2023,"Makanan, Minuman dan Tembakau",2023,118.01583333333332
KOTA PEKANBARU,2023,"Makanan, Minuman dan Tembakau",2023,121.425
KOTA DUMAI,2023,"Makanan, Minuman dan Tembakau",2023,124.105
BUNGO,2023,"Makanan, Minuman dan Tembakau",2023,122.24833333333332
KOTA JAMBI,2023,"Makanan, Minuman dan Tembakau",2023,122.43666666666668
KOTA PALEMBANG,2023,"Makanan, Minuman dan Tembakau",2023,119.73666666666668
KOTA LUBUKLINGGAU,2023,"Makanan, Minuman dan Tembakau",2023,117.8125
KOTA BENGKULU,2023,"Makanan, Minuman dan Tembakau",2023,117.04583333333332
KOTA BANDAR LAMPUNG,2023,"Makanan, Minuman dan Tembakau",2023,125.82
KOTA METRO,2023,"Makanan, Minuman dan Tembakau",2023,125.84916666666668
TANJUNG PANDAN,2023,"Makanan, Minuman dan Tembakau",2023,123.68583333333332
KOTA PANGKAL PINANG,2023,"Makanan, Minuman dan Tembakau",2023,123.41166666666668
KOTA BATAM,2023,"Makanan, Minuman dan Tembakau",2023,125.44916666666666
KOTA TANJUNG PINANG,2023,"Makanan, Minuman dan Tembakau",2023,117.29916666666668
DKI JAKARTA,2023,"Makanan, Minuman dan Tembakau",2023,121.25
KOTA BOGOR,2023,"Makanan, Minuman dan Tembakau",2023,121.6975
KOTA SUKABUMI,2023,"Makanan, Minuman dan Tembakau",2023,117.95166666666664
KOTA BANDUNG,2023,"Makanan, Minuman dan Tembakau",2023,123.69916666666666
KOTA CIREBON,2023,"Makanan, Minuman dan Tembakau",2023,117.58666666666664
KOTA BEKASI,2023,"Makanan, Minuman dan Tembakau",2023,123.84916666666668
KOTA DEPOK,2023,"Makanan, Minuman dan Tembakau",2023,123.9
KOTA TASIKMALAYA,2023,"Makanan, Minuman dan Tembakau",2023,121.23166666666668
CILACAP,2023,"Makanan, Minuman dan Tembakau",2023,122.55
PURWOKERTO,2023,"Makanan, Minuman dan Tembakau",2023,122.8825
KUDUS,2023,"Makanan, Minuman dan Tembakau",2023,120.71583333333332
KOTA SURAKARTA,2023,"Makanan, Minuman dan Tembakau",2023,123.11583333333334
KOTA SEMARANG,2023,"Makanan, Minuman dan Tembakau",2023,123.9525
KOTA TEGAL,2023,"Makanan, Minuman dan Tembakau",2023,123.4175
KOTA YOGYAKARTA,2023,"Makanan, Minuman dan Tembakau",2023,124.16166666666668
JEMBER,2023,"Makanan, Minuman dan Tembakau",2023,123.48416666666668
BANYUWANGI,2023,"Makanan, Minuman dan Tembakau",2023,116.66833333333334
SUMENEP,2023,"Makanan, Minuman dan Tembakau",2023,124.12
KOTA KEDIRI,2023,"Makanan, Minuman dan Tembakau",2023,122.6525
KOTA MALANG,2023,"Makanan, Minuman dan Tembakau",2023,121.85416666666669
KOTA PROBOLINGGO,2023,"Makanan, Minuman dan Tembakau",2023,118.945
KOTA MADIUN,2023,"Makanan, Minuman dan Tembakau",2023,123.32916666666668
KOTA SURABAYA,2023,"Makanan, Minuman dan Tembakau",2023,119.95166666666668
KOTA TANGERANG,2023,"Makanan, Minuman dan Tembakau",2023,119.06916666666666
KOTA CILEGON,2023,"Makanan, Minuman dan Tembakau",2023,122.91916666666668
KOTA SERANG,2023,"Makanan, Minuman dan Tembakau",2023,122.30833333333337
SINGARAJA,2023,"Makanan, Minuman dan Tembakau",2023,122.8775
KOTA DENPASAR,2023,"Makanan, Minuman dan Tembakau",2023,117.87
KOTA MATARAM,2023,"Makanan, Minuman dan Tembakau",2023,120.80416666666667
KOTA BIMA,2023,"Makanan, Minuman dan Tembakau",2023,115.84499999999998
WAINGAPU,2023,"Makanan, Minuman dan Tembakau",2023,116.56583333333334
MAUMERE,2023,"Makanan, Minuman dan Tembakau",2023,120.74416666666669
KOTA KUPANG,2023,"Makanan, Minuman dan Tembakau",2023,119.17666666666668
SINTANG,2023,"Makanan, Minuman dan Tembakau",2023,127.88583333333334
KOTA PONTIANAK,2023,"Makanan, Minuman dan Tembakau",2023,119.31333333333336
KOTA SINGKAWANG,2023,"Makanan, Minuman dan Tembakau",2023,121.24166666666667
SAMPIT,2023,"Makanan, Minuman dan Tembakau",2023,123.31583333333334
KOTA PALANGKA RAYA,2023,"Makanan, Minuman dan Tembakau",2023,129.34583333333333
KOTA BARU,2023,"Makanan, Minuman dan Tembakau",2023,130.64666666666668
TANJUNG,2023,"Makanan, Minuman dan Tembakau",2023,123.8275
KOTA BANJARMASIN,2023,"Makanan, Minuman dan Tembakau",2023,128.27416666666667
KOTA BALIKPAPAN,2023,"Makanan, Minuman dan Tembakau",2023,122.1625
KOTA SAMARINDA,2023,"Makanan, Minuman dan Tembakau",2023,121.8575
TANJUNG SELOR,2023,"Makanan, Minuman dan Tembakau",2023,115.30083333333334
KOTA TARAKAN,2023,"Makanan, Minuman dan Tembakau",2023,114.03583333333331
KOTA MANADO,2023,"Makanan, Minuman dan Tembakau",2023,118.83416666666666
KOTA KOTAMOBAGU,2023,"Makanan, Minuman dan Tembakau",2023,121.67666666666668
LUWUK,2023,"Makanan, Minuman dan Tembakau",2023,131.19833333333332
KOTA PALU,2023,"Makanan, Minuman dan Tembakau",2023,122.77750000000002
BULUKUMBA,2023,"Makanan, Minuman dan Tembakau",2023,115.27583333333332
WATAMPONE,2023,"Makanan, Minuman dan Tembakau",2023,119.44666666666669
KOTA MAKASSAR,2023,"Makanan, Minuman dan Tembakau",2023,124.63666666666668
KOTA PARE-PARE,2023,"Makanan, Minuman dan Tembakau",2023,121.28416666666668
KOTA PALOPO,2023,"Makanan, Minuman dan Tembakau",2023,125.26083333333334
KOTA KENDARI,2023,"Makanan, Minuman dan Tembakau",2023,122.07416666666664
KOTA BUA-BAU,2023,"Makanan, Minuman dan Tembakau",2023,114.5275
KOTA GORONTALO,2023,"Makanan, Minuman dan Tembakau",2023,118.38833333333336
MAMUJU,2023,"Makanan, Minuman dan Tembakau",2023,120.11916666666669
KOTA AMBON,2023,"Makanan, Minuman dan Tembakau",2023,117.92166666666664
KOTA TUAL,2023,"Makanan, Minuman dan Tembakau",2023,121.93166666666669
KOTA TERNATE,2023,"Makanan, Minuman dan Tembakau",2023,126.09833333333334
MANOKWARI,2023,"Makanan, Minuman dan Tembakau",2023,120.2325
KOTA SORONG,2023,"Makanan, Minuman dan Tembakau",2023,116.56416666666668
MERAUKE,2023,"Makanan, Minuman dan Tembakau",2023,121.90416666666664
TIMIKA,2023,"Makanan, Minuman dan Tembakau",2023,125.4975
KOTA JAYAPURA,2023,"Makanan, Minuman dan Tembakau",2023,111.88833333333334
INDONESIA,2023,"Makanan, Minuman dan Tembakau",2023,121.60249999999998
KOTA MEULABOH,2023,Makanan,2023,131.20499999999998
KOTA BANDA ACEH,2023,Makanan,2023,117.12
KOTA LHOKSEUMAWE,2023,Makanan,2023,123.17166666666668
KOTA SIBOLGA,2023,Makanan,2023,121.0125
KOTA PEMATANG SIANTAR,2023,Makanan,2023,120.20750000000002
KOTA MEDAN,2023,Makanan,2023,115.3925
KOTA PADANGSIDIMPUAN,2023,Makanan,2023,121.50083333333332
KOTA GUNUNGSITOLI,2023,Makanan,2023,119.91666666666669
KOTA PADANG,2023,Makanan,2023,119.39166666666664
KOTA BUKITTINGGI,2023,Makanan,2023,118.56000000000002
TEMBILAHAN,2023,Makanan,2023,115.955
KOTA PEKANBARU,2023,Makanan,2023,120.58999999999996
KOTA DUMAI,2023,Makanan,2023,120.82583333333334
BUNGO,2023,Makanan,2023,117.14666666666668
KOTA JAMBI,2023,Makanan,2023,118.73250000000002
KOTA PALEMBANG,2023,Makanan,2023,117.96583333333336
KOTA LUBUKLINGGAU,2023,Makanan,2023,116.4025
KOTA BENGKULU,2023,Makanan,2023,111.9425
KOTA BANDAR LAMPUNG,2023,Makanan,2023,122.65666666666668
KOTA METRO,2023,Makanan,2023,122.89833333333335
TANJUNG PANDAN,2023,Makanan,2023,121.71333333333332
KOTA PANGKAL PINANG,2023,Makanan,2023,120.08583333333335
KOTA BATAM,2023,Makanan,2023,121.51083333333334
KOTA TANJUNG PINANG,2023,Makanan,2023,115.55833333333337
DKI JAKARTA,2023,Makanan,2023,119.41749999999998
KOTA BOGOR,2023,Makanan,2023,120.60333333333334
KOTA SUKABUMI,2023,Makanan,2023,113.535
KOTA BANDUNG,2023,Makanan,2023,122.69083333333334
KOTA CIREBON,2023,Makanan,2023,114.45583333333332
KOTA BEKASI,2023,Makanan,2023,124.04666666666668
KOTA DEPOK,2023,Makanan,2023,123.97583333333334
KOTA TASIKMALAYA,2023,Makanan,2023,118.625
CILACAP,2023,Makanan,2023,117.24666666666666
PURWOKERTO,2023,Makanan,2023,119.13583333333332
KUDUS,2023,Makanan,2023,118.15083333333337
KOTA SURAKARTA,2023,Makanan,2023,121.44416666666665
KOTA SEMARANG,2023,Makanan,2023,122.6275
KOTA TEGAL,2023,Makanan,2023,120.22999999999998
KOTA YOGYAKARTA,2023,Makanan,2023,122.38666666666668
JEMBER,2023,Makanan,2023,121.37666666666668
BANYUWANGI,2023,Makanan,2023,114.31333333333332
SUMENEP,2023,Makanan,2023,123.33916666666669
KOTA KEDIRI,2023,Makanan,2023,121.14583333333336
KOTA MALANG,2023,Makanan,2023,119.0725
KOTA PROBOLINGGO,2023,Makanan,2023,118.81916666666667
KOTA MADIUN,2023,Makanan,2023,120.82833333333332
KOTA SURABAYA,2023,Makanan,2023,119.20666666666668
KOTA TANGERANG,2023,Makanan,2023,118.78000000000002
KOTA CILEGON,2023,Makanan,2023,120.27916666666668
KOTA SERANG,2023,Makanan,2023,119.4775
SINGARAJA,2023,Makanan,2023,120.53333333333332
KOTA DENPASAR,2023,Makanan,2023,117.03666666666668
KOTA MATARAM,2023,Makanan,2023,118.67333333333336
KOTA BIMA,2023,Makanan,2023,111.74083333333334
WAINGAPU,2023,Makanan,2023,116.9175
MAUMERE,2023,Makanan,2023,118.43916666666664
KOTA KUPANG,2023,Makanan,2023,116.2975
SINTANG,2023,Makanan,2023,127.12416666666668
KOTA PONTIANAK,2023,Makanan,2023,116.50666666666666
KOTA SINGKAWANG,2023,Makanan,2023,119.42916666666666
SAMPIT,2023,Makanan,2023,120.14083333333332
KOTA PALANGKA RAYA,2023,Makanan,2023,127.99583333333334
KOTA BARU,2023,Makanan,2023,130.69416666666666
TANJUNG,2023,Makanan,2023,121.85
KOTA BANJARMASIN,2023,Makanan,2023,127.05500000000002
KOTA BALIKPAPAN,2023,Makanan,2023,120.40333333333332
KOTA SAMARINDA,2023,Makanan,2023,120.87416666666664
TANJUNG SELOR,2023,Makanan,2023,113.8175
KOTA TARAKAN,2023,Makanan,2023,112.69916666666668
KOTA MANADO,2023,Makanan,2023,116.4075
KOTA KOTAMOBAGU,2023,Makanan,2023,118.31083333333332
LUWUK,2023,Makanan,2023,130.58833333333334
KOTA PALU,2023,Makanan,2023,121.9725
BULUKUMBA,2023,Makanan,2023,114.28249999999998
WATAMPONE,2023,Makanan,2023,119.1275
KOTA MAKASSAR,2023,Makanan,2023,124.16833333333332
KOTA PARE-PARE,2023,Makanan,2023,120.9475
KOTA PALOPO,2023,Makanan,2023,127.005
KOTA KENDARI,2023,Makanan,2023,120.86916666666669
KOTA BUA-BAU,2023,Makanan,2023,111.06416666666668
KOTA GORONTALO,2023,Makanan,2023,115.73416666666668
MAMUJU,2023,Makanan,2023,118.12833333333332
KOTA AMBON,2023,Makanan,2023,112.97333333333331
KOTA TUAL,2023,Makanan,2023,119.925
KOTA TERNATE,2023,Makanan,2023,125.52750000000002
MANOKWARI,2023,Makanan,2023,116.09333333333332
KOTA SORONG,2023,Makanan,2023,114.405
MERAUKE,2023,Makanan,2023,119.39666666666668
TIMIKA,2023,Makanan,2023,128.06750000000002
KOTA JAYAPURA,2023,Makanan,2023,110.44833333333334
INDONESIA,2023,Makanan,2023,120.0775
KOTA MEULABOH,2023,Minuman yang Tidak Beralkohol,2023,105.89666666666668
KOTA BANDA ACEH,2023,Minuman yang Tidak Beralkohol,2023,106.815
KOTA LHOKSEUMAWE,2023,Minuman yang Tidak Beralkohol,2023,110.24666666666668
KOTA SIBOLGA,2023,Minuman yang Tidak Beralkohol,2023,113.7
KOTA PEMATANG SIANTAR,2023,Minuman yang Tidak Beralkohol,2023,108.83333333333336
KOTA MEDAN,2023,Minuman yang Tidak Beralkohol,2023,105.64
KOTA PADANGSIDIMPUAN,2023,Minuman yang Tidak Beralkohol,2023,106.13416666666664
KOTA GUNUNGSITOLI,2023,Minuman yang Tidak Beralkohol,2023,104.98333333333332
KOTA PADANG,2023,Minuman yang Tidak Beralkohol,2023,124.21416666666666
KOTA BUKITTINGGI,2023,Minuman yang Tidak Beralkohol,2023,111.76666666666664
