province,year,group,sub_group,value
JAWA TENGAH,2023,2023,"Makanan, Minuman dan Tembakau",122.75033333333333
JAWA TENGAH,2023,2023,Minuman yang Tidak Beralkohol,119.088
JAWA TENGAH,2023,2023,Penyediaan Makanan dan Minuman / Restoran,116.53683333333333
JAWA TENGAH,2023,2023,Peralatan Informasi dan Komunikasi,91.478
JAWA TENGAH,2023,2023,Rokok dan Tembakau,142.7335
JAWA TIMUR,2018,2020,Asuransi,100.52
JAWA TIMUR,2018,2020,"Informasi, Komunikasi dan Jasa Keuangan",100.35875000000001
JAWA TIMUR,2018,2020,Jasa Keuangan,100.0
JAWA TIMUR,2018,2020,Layanan Informasi dan Komunikasi,101.65604166666665
JAWA TIMUR,2018,2020,Peralatan Informasi dan Komunikasi,96.72208333333333
JAWA TIMUR,2018,2021,Asuransi,100.52
JAWA TIMUR,2018,2021,"Informasi, Komunikasi dan Jasa Keuangan",100.23145833333334
JAWA TIMUR,2018,2021,Jasa Keuangan,99.92770833333333
JAWA TIMUR,2018,2021,Layanan Informasi dan Komunikasi,101.62624999999998
JAWA TIMUR,2018,2021,Peralatan Informasi dan Komunikasi,96.1703125
JAWA TIMUR,2018,2022,Asuransi,100.52
JAWA TIMUR,2018,2022,"Informasi, Komunikasi dan Jasa Keuangan",99.73343750000001
JAWA TIMUR,2018,2022,Jasa Keuangan,96.78
JAWA TIMUR,2018,2022,Layanan Informasi dan Komunikasi,101.65499999999999
JAWA TIMUR,2018,2022,Peralatan Informasi dan Komunikasi,95.26583333333333
JAWA TIMUR,2020,2020,Jasa Pelayanan Makanan dan Minuman,104.589375
JAWA TIMUR,2020,2020,Makanan,103.4578125
JAWA TIMUR,2020,2020,"Makanan, Minuman dan Tembakau",104.54395833333334
JAWA TIMUR,2020,2020,Minuman yang Tidak Beralkohol,104.27552083333333
JAWA TIMUR,2020,2020,Penyediaan Makanan dan Minuman / Restoran,104.589375
JAWA TIMUR,2020,2020,Rokok dan Tembakau,112.49385416666667
JAWA TIMUR,2021,2021,Jasa Pelayanan Makanan dan Minuman,106.881875
JAWA TIMUR,2021,2021,Makanan,106.0221875
JAWA TIMUR,2021,2021,"Makanan, Minuman dan Tembakau",107.26229166666666
JAWA TIMUR,2021,2021,Minuman yang Tidak Beralkohol,105.888125
JAWA TIMUR,2021,2021,Penyediaan Makanan dan Minuman / Restoran,106.881875
JAWA TIMUR,2021,2021,Rokok dan Tembakau,117.13000000000001
JAWA TIMUR,2022,2022,Jasa Pelayanan Makanan dan Minuman,112.53083333333333
JAWA TIMUR,2022,2022,Makanan,113.291875
JAWA TIMUR,2022,2022,"Makanan, Minuman dan Tembakau",114.4484375
JAWA TIMUR,2022,2022,Minuman yang Tidak Beralkohol,109.79291666666667
JAWA TIMUR,2022,2022,Penyediaan Makanan dan Minuman / Restoran,112.53083333333333
JAWA TIMUR,2022,2022,Rokok dan Tembakau,126.2928125
JAWA TIMUR,2023,2023,Asuransi,100.52
JAWA TIMUR,2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",99.45916666666666
JAWA TIMUR,2023,2023,Jasa Keuangan,96.78
JAWA TIMUR,2023,2023,Jasa Pelayanan Makanan dan Minuman,116.82697916666666
JAWA TIMUR,2023,2023,Layanan Informasi dan Komunikasi,101.87052083333333
JAWA TIMUR,2023,2023,Makanan,119.76270833333334
JAWA TIMUR,2023,2023,"Makanan, Minuman dan Tembakau",121.37562500000001
JAWA TIMUR,2023,2023,Minuman yang Tidak Beralkohol,113.90406250000001
JAWA TIMUR,2023,2023,Penyediaan Makanan dan Minuman / Restoran,116.82697916666666
JAWA TIMUR,2023,2023,Peralatan Informasi dan Komunikasi,93.78864583333333
JAWA TIMUR,2023,2023,Rokok dan Tembakau,138.99291666666664
KALIMANTAN BARAT,2018,2020,Asuransi,100.0
KALIMANTAN BARAT,2018,2020,"Informasi, Komunikasi dan Jasa Keuangan",101.16333333333334
KALIMANTAN BARAT,2018,2020,Jasa Keuangan,99.25999999999999
KALIMANTAN BARAT,2018,2020,Layanan Informasi dan Komunikasi,100.47222222222223
KALIMANTAN BARAT,2018,2020,Peralatan Informasi dan Komunikasi,102.96
KALIMANTAN BARAT,2018,2021,Asuransi,100.0
KALIMANTAN BARAT,2018,2021,"Informasi, Komunikasi dan Jasa Keuangan",101.40416666666665
KALIMANTAN BARAT,2018,2021,Jasa Keuangan,99.07499999999999
KALIMANTAN BARAT,2018,2021,Layanan Informasi dan Komunikasi,100.31500000000001
KALIMANTAN BARAT,2018,2021,Peralatan Informasi dan Komunikasi,104.45527777777778
KALIMANTAN BARAT,2018,2022,Asuransi,100.0
KALIMANTAN BARAT,2018,2022,"Informasi, Komunikasi dan Jasa Keuangan",101.0166666666667
KALIMANTAN BARAT,2018,2022,Jasa Keuangan,91.02333333333333
KALIMANTAN BARAT,2018,2022,Layanan Informasi dan Komunikasi,100.32
KALIMANTAN BARAT,2018,2022,Peralatan Informasi dan Komunikasi,104.71527777777777
KALIMANTAN BARAT,2020,2020,Jasa Pelayanan Makanan dan Minuman,106.89777777777776
KALIMANTAN BARAT,2020,2020,Makanan,106.04833333333333
KALIMANTAN BARAT,2020,2020,"Makanan, Minuman dan Tembakau",106.68583333333333
KALIMANTAN BARAT,2020,2020,Minuman yang Tidak Beralkohol,107.57166666666666
KALIMANTAN BARAT,2020,2020,Penyediaan Makanan dan Minuman / Restoran,106.89777777777776
KALIMANTAN BARAT,2020,2020,Rokok dan Tembakau,110.59472222222223
KALIMANTAN BARAT,2021,2021,Jasa Pelayanan Makanan dan Minuman,109.37055555555555
KALIMANTAN BARAT,2021,2021,Makanan,109.71805555555557
KALIMANTAN BARAT,2021,2021,"Makanan, Minuman dan Tembakau",110.29666666666668
KALIMANTAN BARAT,2021,2021,Minuman yang Tidak Beralkohol,108.5911111111111
KALIMANTAN BARAT,2021,2021,Penyediaan Makanan dan Minuman / Restoran,109.37055555555555
KALIMANTAN BARAT,2021,2021,Rokok dan Tembakau,115.56444444444442
KALIMANTAN BARAT,2022,2022,Jasa Pelayanan Makanan dan Minuman,113.52666666666669
KALIMANTAN BARAT,2022,2022,Makanan,117.99055555555556
KALIMANTAN BARAT,2022,2022,"Makanan, Minuman dan Tembakau",118.60916666666667
KALIMANTAN BARAT,2022,2022,Minuman yang Tidak Beralkohol,114.7961111111111
KALIMANTAN BARAT,2022,2022,Penyediaan Makanan dan Minuman / Restoran,113.52666666666669
KALIMANTAN BARAT,2022,2022,Rokok dan Tembakau,125.49777777777776
KALIMANTAN BARAT,2023,2023,Asuransi,100.0
KALIMANTAN BARAT,2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",101.16333333333334
KALIMANTAN BARAT,2023,2023,Jasa Keuangan,91.02333333333333
KALIMANTAN BARAT,2023,2023,Jasa Pelayanan Makanan dan Minuman,116.30472222222222
KALIMANTAN BARAT,2023,2023,Layanan Informasi dan Komunikasi,100.6875
KALIMANTAN BARAT,2023,2023,Makanan,121.02
KALIMANTAN BARAT,2023,2023,"Makanan, Minuman dan Tembakau",122.81361111111113
KALIMANTAN BARAT,2023,2023,Minuman yang Tidak Beralkohol,120.25055555555554
KALIMANTAN BARAT,2023,2023,Penyediaan Makanan dan Minuman / Restoran,116.30472222222222
KALIMANTAN BARAT,2023,2023,Peralatan Informasi dan Komunikasi,104.39277777777777
KALIMANTAN BARAT,2023,2023,Rokok dan Tembakau,139.13277777777776
KALIMANTAN SELATAN,2018,2020,"Informasi, Komunikasi dan Jasa Keuangan",98.47416666666663
KALIMANTAN SELATAN,2018,2020,Jasa Keuangan,100.0
KALIMANTAN SELATAN,2018,2020,Layanan Informasi dan Komunikasi,98.4833333333333
KALIMANTAN SELATAN,2018,2020,Peralatan Informasi dan Komunikasi,98.11
KALIMANTAN SELATAN,2018,2021,"Informasi, Komunikasi dan Jasa Keuangan",99.0675
KALIMANTAN SELATAN,2018,2021,Jasa Keuangan,99.935
KALIMANTAN SELATAN,2018,2021,Layanan Informasi dan Komunikasi,98.56
KALIMANTAN SELATAN,2018,2021,Peralatan Informasi dan Komunikasi,100.5275
KALIMANTAN SELATAN,2018,2022,"Informasi, Komunikasi dan Jasa Keuangan",98.9775
KALIMANTAN SELATAN,2018,2022,Jasa Keuangan,97.12
KALIMANTAN SELATAN,2018,2022,Layanan Informasi dan Komunikasi,98.56
KALIMANTAN SELATAN,2018,2022,Peralatan Informasi dan Komunikasi,100.74666666666668
KALIMANTAN SELATAN,2020,2020,Jasa Pelayanan Makanan dan Minuman,103.94583333333334
KALIMANTAN SELATAN,2020,2020,Makanan,109.47583333333333
KALIMANTAN SELATAN,2020,2020,"Makanan, Minuman dan Tembakau",109.9675
KALIMANTAN SELATAN,2020,2020,Minuman yang Tidak Beralkohol,106.0175
KALIMANTAN SELATAN,2020,2020,Penyediaan Makanan dan Minuman / Restoran,103.94583333333334
KALIMANTAN SELATAN,2020,2020,Rokok dan Tembakau,116.38416666666666
KALIMANTAN SELATAN,2021,2021,Jasa Pelayanan Makanan dan Minuman,107.055
KALIMANTAN SELATAN,2021,2021,Makanan,112.43416666666668
KALIMANTAN SELATAN,2021,2021,"Makanan, Minuman dan Tembakau",112.90083333333332
KALIMANTAN SELATAN,2021,2021,Minuman yang Tidak Beralkohol,109.7225
KALIMANTAN SELATAN,2021,2021,Penyediaan Makanan dan Minuman / Restoran,107.055
KALIMANTAN SELATAN,2021,2021,Rokok dan Tembakau,118.63
KALIMANTAN SELATAN,2022,2022,Jasa Pelayanan Makanan dan Minuman,110.12833333333336
KALIMANTAN SELATAN,2022,2022,Makanan,120.49
KALIMANTAN SELATAN,2022,2022,"Makanan, Minuman dan Tembakau",121.025
KALIMANTAN SELATAN,2022,2022,Minuman yang Tidak Beralkohol,112.36666666666667
KALIMANTAN SELATAN,2022,2022,Penyediaan Makanan dan Minuman / Restoran,110.12833333333336
KALIMANTAN SELATAN,2022,2022,Rokok dan Tembakau,130.7725
KALIMANTAN SELATAN,2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",98.33916666666666
KALIMANTAN SELATAN,2023,2023,Jasa Keuangan,97.12
KALIMANTAN SELATAN,2023,2023,Jasa Pelayanan Makanan dan Minuman,111.05333333333331
KALIMANTAN SELATAN,2023,2023,Layanan Informasi dan Komunikasi,98.6825
KALIMANTAN SELATAN,2023,2023,Makanan,127.05500000000002
KALIMANTAN SELATAN,2023,2023,"Makanan, Minuman dan Tembakau",128.27416666666667
KALIMANTAN SELATAN,2023,2023,Minuman yang Tidak Beralkohol,115.19499999999998
KALIMANTAN SELATAN,2023,2023,Penyediaan Makanan dan Minuman / Restoran,111.05333333333331
KALIMANTAN SELATAN,2023,2023,Peralatan Informasi dan Komunikasi,97.49166666666667
KALIMANTAN SELATAN,2023,2023,Rokok dan Tembakau,146.24666666666667
KALIMANTAN TENGAH,2018,2020,Asuransi,100.0
KALIMANTAN TENGAH,2018,2020,"Informasi, Komunikasi dan Jasa Keuangan",101.3525
KALIMANTAN TENGAH,2018,2020,Jasa Keuangan,100.0
KALIMANTAN TENGAH,2018,2020,Layanan Informasi dan Komunikasi,100.70083333333332
KALIMANTAN TENGAH,2018,2020,Peralatan Informasi dan Komunikasi,103.80666666666669
KALIMANTAN TENGAH,2018,2021,Asuransi,100.0
KALIMANTAN TENGAH,2018,2021,"Informasi, Komunikasi dan Jasa Keuangan",101.22916666666669
KALIMANTAN TENGAH,2018,2021,Jasa Keuangan,99.90833333333336
KALIMANTAN TENGAH,2018,2021,Layanan Informasi dan Komunikasi,100.40000000000002
KALIMANTAN TENGAH,2018,2021,Peralatan Informasi dan Komunikasi,104.25333333333332
KALIMANTAN TENGAH,2018,2022,Asuransi,102.7
KALIMANTAN TENGAH,2018,2022,"Informasi, Komunikasi dan Jasa Keuangan",101.96083333333333
KALIMANTAN TENGAH,2018,2022,Jasa Keuangan,95.92
KALIMANTAN TENGAH,2018,2022,Layanan Informasi dan Komunikasi,100.47
KALIMANTAN TENGAH,2018,2022,Peralatan Informasi dan Komunikasi,108.00583333333334
KALIMANTAN TENGAH,2020,2020,Jasa Pelayanan Makanan dan Minuman,103.94833333333332
KALIMANTAN TENGAH,2020,2020,Makanan,108.75583333333334
KALIMANTAN TENGAH,2020,2020,"Makanan, Minuman dan Tembakau",109.63583333333332
KALIMANTAN TENGAH,2020,2020,Minuman yang Tidak Beralkohol,105.11583333333334
KALIMANTAN TENGAH,2020,2020,Penyediaan Makanan dan Minuman / Restoran,103.94833333333332
KALIMANTAN TENGAH,2020,2020,Rokok dan Tembakau,123.6733333333333
KALIMANTAN TENGAH,2021,2021,Jasa Pelayanan Makanan dan Minuman,105.1
KALIMANTAN TENGAH,2021,2021,Makanan,111.525
KALIMANTAN TENGAH,2021,2021,"Makanan, Minuman dan Tembakau",112.67833333333334
KALIMANTAN TENGAH,2021,2021,Minuman yang Tidak Beralkohol,105.70083333333332
KALIMANTAN TENGAH,2021,2021,Penyediaan Makanan dan Minuman / Restoran,105.1
KALIMANTAN TENGAH,2021,2021,Rokok dan Tembakau,132.05999999999997
KALIMANTAN TENGAH,2022,2022,Jasa Pelayanan Makanan dan Minuman,111.05750000000002
KALIMANTAN TENGAH,2022,2022,Makanan,119.4025
KALIMANTAN TENGAH,2022,2022,"Makanan, Minuman dan Tembakau",120.39333333333332
KALIMANTAN TENGAH,2022,2022,Minuman yang Tidak Beralkohol,110.41416666666667
KALIMANTAN TENGAH,2022,2022,Penyediaan Makanan dan Minuman / Restoran,111.05750000000002
KALIMANTAN TENGAH,2022,2022,Rokok dan Tembakau,140.8858333333333
KALIMANTAN TENGAH,2023,2023,Asuransi,103.24
KALIMANTAN TENGAH,2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",101.20166666666668
KALIMANTAN TENGAH,2023,2023,Jasa Keuangan,95.92
KALIMANTAN TENGAH,2023,2023,Jasa Pelayanan Makanan dan Minuman,114.30333333333338
KALIMANTAN TENGAH,2023,2023,Layanan Informasi dan Komunikasi,100.56083333333332
KALIMANTAN TENGAH,2023,2023,Makanan,127.99583333333334
KALIMANTAN TENGAH,2023,2023,"Makanan, Minuman dan Tembakau",129.34583333333333
KALIMANTAN TENGAH,2023,2023,Minuman yang Tidak Beralkohol,114.29333333333336
KALIMANTAN TENGAH,2023,2023,Penyediaan Makanan dan Minuman / Restoran,114.30333333333338
KALIMANTAN TENGAH,2023,2023,Peralatan Informasi dan Komunikasi,104.27333333333333
KALIMANTAN TENGAH,2023,2023,Rokok dan Tembakau,158.66583333333335
KALIMANTAN TIMUR,2018,2020,Asuransi,100.0
KALIMANTAN TIMUR,2018,2020,"Informasi, Komunikasi dan Jasa Keuangan",100.88416666666666
KALIMANTAN TIMUR,2018,2020,Jasa Keuangan,100.0
KALIMANTAN TIMUR,2018,2020,Layanan Informasi dan Komunikasi,101.65458333333332
KALIMANTAN TIMUR,2018,2020,Peralatan Informasi dan Komunikasi,98.30916666666668
KALIMANTAN TIMUR,2018,2021,Asuransi,100.555
KALIMANTAN TIMUR,2018,2021,"Informasi, Komunikasi dan Jasa Keuangan",101.22166666666666
KALIMANTAN TIMUR,2018,2021,Jasa Keuangan,99.94333333333334
KALIMANTAN TIMUR,2018,2021,Layanan Informasi dan Komunikasi,101.65
KALIMANTAN TIMUR,2018,2021,Peralatan Informasi dan Komunikasi,100.23041666666666
KALIMANTAN TIMUR,2018,2022,Asuransi,101.16
KALIMANTAN TIMUR,2018,2022,"Informasi, Komunikasi dan Jasa Keuangan",100.79416666666667
KALIMANTAN TIMUR,2018,2022,Jasa Keuangan,97.48
KALIMANTAN TIMUR,2018,2022,Layanan Informasi dan Komunikasi,101.72625
KALIMANTAN TIMUR,2018,2022,Peralatan Informasi dan Komunikasi,98.26958333333333
KALIMANTAN TIMUR,2020,2020,Jasa Pelayanan Makanan dan Minuman,108.345
KALIMANTAN TIMUR,2020,2020,Makanan,103.68500000000003
KALIMANTAN TIMUR,2020,2020,"Makanan, Minuman dan Tembakau",104.73291666666667
KALIMANTAN TIMUR,2020,2020,Minuman yang Tidak Beralkohol,108.64333333333333
KALIMANTAN TIMUR,2020,2020,Penyediaan Makanan dan Minuman / Restoran,108.345
KALIMANTAN TIMUR,2020,2020,Rokok dan Tembakau,110.14250000000001
KALIMANTAN TIMUR,2021,2021,Jasa Pelayanan Makanan dan Minuman,109.15666666666668
KALIMANTAN TIMUR,2021,2021,Makanan,107.19958333333335
KALIMANTAN TIMUR,2021,2021,"Makanan, Minuman dan Tembakau",107.83166666666668
KALIMANTAN TIMUR,2021,2021,Minuman yang Tidak Beralkohol,107.33874999999998
KALIMANTAN TIMUR,2021,2021,Penyediaan Makanan dan Minuman / Restoran,109.15666666666668
KALIMANTAN TIMUR,2021,2021,Rokok dan Tembakau,113.28625
KALIMANTAN TIMUR,2022,2022,Jasa Pelayanan Makanan dan Minuman,110.79249999999999
KALIMANTAN TIMUR,2022,2022,Makanan,114.98624999999998
KALIMANTAN TIMUR,2022,2022,"Makanan, Minuman dan Tembakau",115.60708333333335
KALIMANTAN TIMUR,2022,2022,Minuman yang Tidak Beralkohol,112.21166666666667
KALIMANTAN TIMUR,2022,2022,Penyediaan Makanan dan Minuman / Restoran,110.79249999999999
KALIMANTAN TIMUR,2022,2022,Rokok dan Tembakau,123.195
KALIMANTAN TIMUR,2023,2023,Asuransi,101.43
KALIMANTAN TIMUR,2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",100.78416666666666
KALIMANTAN TIMUR,2023,2023,Jasa Keuangan,97.48
KALIMANTAN TIMUR,2023,2023,Jasa Pelayanan Makanan dan Minuman,116.31708333333333
KALIMANTAN TIMUR,2023,2023,Layanan Informasi dan Komunikasi,101.86041666666668
KALIMANTAN TIMUR,2023,2023,Makanan,120.63874999999999
KALIMANTAN TIMUR,2023,2023,"Makanan, Minuman dan Tembakau",122.00999999999999
KALIMANTAN TIMUR,2023,2023,Minuman yang Tidak Beralkohol,116.46125
KALIMANTAN TIMUR,2023,2023,Penyediaan Makanan dan Minuman / Restoran,116.31708333333333
KALIMANTAN TIMUR,2023,2023,Peralatan Informasi dan Komunikasi,97.63333333333334
KALIMANTAN TIMUR,2023,2023,Rokok dan Tembakau,137.08208333333334
KALIMANTAN UTARA,2018,2020,Asuransi,100.0
KALIMANTAN UTARA,2018,2020,"Informasi, Komunikasi dan Jasa Keuangan",97.61499999999997
KALIMANTAN UTARA,2018,2020,Jasa Keuangan,100.0
KALIMANTAN UTARA,2018,2020,Layanan Informasi dan Komunikasi,97.0475
KALIMANTAN UTARA,2018,2020,Peralatan Informasi dan Komunikasi,99.3075
KALIMANTAN UTARA,2018,2021,Asuransi,100.0
KALIMANTAN UTARA,2018,2021,"Informasi, Komunikasi dan Jasa Keuangan",97.88416666666666
KALIMANTAN UTARA,2018,2021,Jasa Keuangan,99.95583333333332
KALIMANTAN UTARA,2018,2021,Layanan Informasi dan Komunikasi,97.43
KALIMANTAN UTARA,2018,2021,Peralatan Informasi dan Komunikasi,99.17
KALIMANTAN UTARA,2018,2022,Asuransi,100.0
KALIMANTAN UTARA,2018,2022,"Informasi, Komunikasi dan Jasa Keuangan",98.4875
KALIMANTAN UTARA,2018,2022,Jasa Keuangan,98.03
KALIMANTAN UTARA,2018,2022,Layanan Informasi dan Komunikasi,97.45000000000005
KALIMANTAN UTARA,2018,2022,Peralatan Informasi dan Komunikasi,102.78
KALIMANTAN UTARA,2020,2020,Jasa Pelayanan Makanan dan Minuman,104.08083333333332
KALIMANTAN UTARA,2020,2020,Makanan,102.74250000000002
KALIMANTAN UTARA,2020,2020,"Makanan, Minuman dan Tembakau",103.79166666666669
KALIMANTAN UTARA,2020,2020,Minuman yang Tidak Beralkohol,106.64416666666666
KALIMANTAN UTARA,2020,2020,Penyediaan Makanan dan Minuman / Restoran,104.08083333333332
KALIMANTAN UTARA,2020,2020,Rokok dan Tembakau,109.78416666666668
KALIMANTAN UTARA,2021,2021,Jasa Pelayanan Makanan dan Minuman,105.41500000000002
KALIMANTAN UTARA,2021,2021,Makanan,105.65000000000002
KALIMANTAN UTARA,2021,2021,"Makanan, Minuman dan Tembakau",106.45833333333331
KALIMANTAN UTARA,2021,2021,Minuman yang Tidak Beralkohol,108.07
KALIMANTAN UTARA,2021,2021,Penyediaan Makanan dan Minuman / Restoran,105.41500000000002
KALIMANTAN UTARA,2021,2021,Rokok dan Tembakau,111.43583333333332
KALIMANTAN UTARA,2022,2022,Jasa Pelayanan Makanan dan Minuman,109.75666666666667
KALIMANTAN UTARA,2022,2022,Makanan,110.51583333333332
KALIMANTAN UTARA,2022,2022,"Makanan, Minuman dan Tembakau",111.21583333333336
KALIMANTAN UTARA,2022,2022,Minuman yang Tidak Beralkohol,111.21749999999996
KALIMANTAN UTARA,2022,2022,Penyediaan Makanan dan Minuman / Restoran,109.75666666666667
KALIMANTAN UTARA,2022,2022,Rokok dan Tembakau,116.46000000000002
KALIMANTAN UTARA,2023,2023,Asuransi,100.0
KALIMANTAN UTARA,2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",98.73916666666666
KALIMANTAN UTARA,2023,2023,Jasa Keuangan,98.03
KALIMANTAN UTARA,2023,2023,Jasa Pelayanan Makanan dan Minuman,111.82333333333332
KALIMANTAN UTARA,2023,2023,Layanan Informasi dan Komunikasi,97.49333333333333
KALIMANTAN UTARA,2023,2023,Makanan,112.69916666666668
KALIMANTAN UTARA,2023,2023,"Makanan, Minuman dan Tembakau",114.03583333333331
KALIMANTAN UTARA,2023,2023,Minuman yang Tidak Beralkohol,114.365
KALIMANTAN UTARA,2023,2023,Penyediaan Makanan dan Minuman / Restoran,111.82333333333332
KALIMANTAN UTARA,2023,2023,Peralatan Informasi dan Komunikasi,103.97416666666663
KALIMANTAN UTARA,2023,2023,Rokok dan Tembakau,123.82583333333332
KEPULAUAN BANGKA BELITUNG,2018,2020,Asuransi,100.0
KEPULAUAN BANGKA BELITUNG,2018,2020,"Informasi, Komunikasi dan Jasa Keuangan",102.68500000000002
KEPULAUAN BANGKA BELITUNG,2018,2020,Jasa Keuangan,100.0
KEPULAUAN BANGKA BELITUNG,2018,2020,Layanan Informasi dan Komunikasi,100.36333333333332
KEPULAUAN BANGKA BELITUNG,2018,2020,Peralatan Informasi dan Komunikasi,112.38916666666664
KEPULAUAN BANGKA BELITUNG,2018,2021,Asuransi,100.0
KEPULAUAN BANGKA BELITUNG,2018,2021,"Informasi, Komunikasi dan Jasa Keuangan",101.44083333333334
KEPULAUAN BANGKA BELITUNG,2018,2021,Jasa Keuangan,99.90916666666668
KEPULAUAN BANGKA BELITUNG,2018,2021,Layanan Informasi dan Komunikasi,99.79499999999996
KEPULAUAN BANGKA BELITUNG,2018,2021,Peralatan Informasi dan Komunikasi,108.12666666666668
KEPULAUAN BANGKA BELITUNG,2018,2022,Asuransi,100.0
KEPULAUAN BANGKA BELITUNG,2018,2022,"Informasi, Komunikasi dan Jasa Keuangan",102.01583333333332
KEPULAUAN BANGKA BELITUNG,2018,2022,Jasa Keuangan,95.97
KEPULAUAN BANGKA BELITUNG,2018,2022,Layanan Informasi dan Komunikasi,100.42
KEPULAUAN BANGKA BELITUNG,2018,2022,Peralatan Informasi dan Komunikasi,109.48083333333334
KEPULAUAN BANGKA BELITUNG,2020,2020,Jasa Pelayanan Makanan dan Minuman,104.34416666666664
KEPULAUAN BANGKA BELITUNG,2020,2020,Makanan,101.62416666666668
KEPULAUAN BANGKA BELITUNG,2020,2020,"Makanan, Minuman dan Tembakau",103.77916666666664
KEPULAUAN BANGKA BELITUNG,2020,2020,Minuman yang Tidak Beralkohol,114.915
KEPULAUAN BANGKA BELITUNG,2020,2020,Penyediaan Makanan dan Minuman / Restoran,104.34416666666664
KEPULAUAN BANGKA BELITUNG,2020,2020,Rokok dan Tembakau,113.01
KEPULAUAN BANGKA BELITUNG,2021,2021,Jasa Pelayanan Makanan dan Minuman,106.03916666666667
KEPULAUAN BANGKA BELITUNG,2021,2021,Makanan,108.60916666666668
KEPULAUAN BANGKA BELITUNG,2021,2021,"Makanan, Minuman dan Tembakau",109.9975
KEPULAUAN BANGKA BELITUNG,2021,2021,Minuman yang Tidak Beralkohol,114.9175
KEPULAUAN BANGKA BELITUNG,2021,2021,Penyediaan Makanan dan Minuman / Restoran,106.03916666666667
KEPULAUAN BANGKA BELITUNG,2021,2021,Rokok dan Tembakau,116.7825
KEPULAUAN BANGKA BELITUNG,2022,2022,Jasa Pelayanan Makanan dan Minuman,110.59416666666664
KEPULAUAN BANGKA BELITUNG,2022,2022,Makanan,118.09416666666668
KEPULAUAN BANGKA BELITUNG,2022,2022,"Makanan, Minuman dan Tembakau",119.36666666666667
KEPULAUAN BANGKA BELITUNG,2022,2022,Minuman yang Tidak Beralkohol,119.6675
KEPULAUAN BANGKA BELITUNG,2022,2022,Penyediaan Makanan dan Minuman / Restoran,110.59416666666664
KEPULAUAN BANGKA BELITUNG,2022,2022,Rokok dan Tembakau,127.19166666666668
KEPULAUAN BANGKA BELITUNG,2023,2023,Asuransi,100.0
KEPULAUAN BANGKA BELITUNG,2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",101.74416666666669
KEPULAUAN BANGKA BELITUNG,2023,2023,Jasa Keuangan,95.97
KEPULAUAN BANGKA BELITUNG,2023,2023,Jasa Pelayanan Makanan dan Minuman,112.53416666666664
KEPULAUAN BANGKA BELITUNG,2023,2023,Layanan Informasi dan Komunikasi,100.5025
KEPULAUAN BANGKA BELITUNG,2023,2023,Makanan,120.08583333333335
KEPULAUAN BANGKA BELITUNG,2023,2023,"Makanan, Minuman dan Tembakau",123.41166666666668
KEPULAUAN BANGKA BELITUNG,2023,2023,Minuman yang Tidak Beralkohol,126.26916666666666
KEPULAUAN BANGKA BELITUNG,2023,2023,Penyediaan Makanan dan Minuman / Restoran,112.53416666666664
KEPULAUAN BANGKA BELITUNG,2023,2023,Peralatan Informasi dan Komunikasi,107.78833333333333
KEPULAUAN BANGKA BELITUNG,2023,2023,Rokok dan Tembakau,143.05583333333334
KEPULAUAN RIAU,2018,2020,Asuransi,100.0
KEPULAUAN RIAU,2018,2020,"Informasi, Komunikasi dan Jasa Keuangan",99.46458333333334
KEPULAUAN RIAU,2018,2020,Jasa Keuangan,100.0
KEPULAUAN RIAU,2018,2020,Layanan Informasi dan Komunikasi,100.0075
KEPULAUAN RIAU,2018,2020,Peralatan Informasi dan Komunikasi,97.075
KEPULAUAN RIAU,2018,2021,Asuransi,100.0
KEPULAUAN RIAU,2018,2021,"Informasi, Komunikasi dan Jasa Keuangan",99.12958333333333
KEPULAUAN RIAU,2018,2021,Jasa Keuangan,99.85
KEPULAUAN RIAU,2018,2021,Layanan Informasi dan Komunikasi,99.47
KEPULAUAN RIAU,2018,2021,Peralatan Informasi dan Komunikasi,97.34375
KEPULAUAN RIAU,2018,2022,Asuransi,100.0
KEPULAUAN RIAU,2018,2022,"Informasi, Komunikasi dan Jasa Keuangan",98.85041666666666
KEPULAUAN RIAU,2018,2022,Jasa Keuangan,93.30500000000002
KEPULAUAN RIAU,2018,2022,Layanan Informasi dan Komunikasi,100.255
KEPULAUAN RIAU,2018,2022,Peralatan Informasi dan Komunikasi,95.5475
KEPULAUAN RIAU,2020,2020,Jasa Pelayanan Makanan dan Minuman,101.44708333333332
KEPULAUAN RIAU,2020,2020,Makanan,104.74833333333333
KEPULAUAN RIAU,2020,2020,"Makanan, Minuman dan Tembakau",105.64166666666665
KEPULAUAN RIAU,2020,2020,Minuman Beralkohol,101.63874999999999
KEPULAUAN RIAU,2020,2020,Minuman yang Tidak Beralkohol,102.81625
KEPULAUAN RIAU,2020,2020,Penyediaan Makanan dan Minuman / Restoran,101.44708333333332
KEPULAUAN RIAU,2020,2020,Rokok dan Tembakau,114.06666666666666
