province,commodity,area,value
Kalimantan Timur,Makanan dan minuman jadi/Prepared food and beverages,rural,236639.0
Kalimantan Timur,Rokok/Cigarettes,rural,120486.0
Kalimantan Timur,Jumlah makanan/Total food,rural,871398.0
Kalimantan Timur,Perumahan dan fasilitas rumah tangga/Housing and household facilities,rural,448704.0
Kalimantan Timur,Aneka barang dan jasa/Goods and services,rural,160515.0
Kalimantan Timur,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",rural,35681.0
Kalimantan Timur,Barang tahan lama/Durable goods,rural,93494.0
Kalimantan Timur,"Pajak, pungutan, dan asuransi/Taxes and insurance",rural,55087.0
Kalimantan Timur,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,rural,26003.0
Kalimantan Timur,Jumlah bukan makanan/Total non-food,rural,819483.0
Kalimantan Timur,Jumlah/Total,rural,1690881.0
Kalimantan Timur,Padi-padian/Cereals,total,92319.0
Kalimantan Timur,Umbi-umbian/Tubers,total,7433.0
Kalimantan Timur,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,total,96114.0
Kalimantan Timur,Daging/Meat,total,50804.0
Kalimantan Timur,Telur dan susu/Eggs and milk,total,49330.0
Kalimantan Timur,Sayur-sayuran/Vegetables,total,67107.0
Kalimantan Timur,Kacang-kacangan/Legumes,total,16533.0
Kalimantan Timur,Buah-buahan/Fruits,total,55348.0
Kalimantan Timur,Minyak dan kelapa/Oil and coconut,total,19324.0
Kalimantan Timur,Bahan minuman/Beverages stuffs,total,22567.0
Kalimantan Timur,Bumbu-bumbuan/Spices,total,19004.0
Kalimantan Timur,Konsumsi lainnya/Miscellaneous food items,total,17575.0
Kalimantan Timur,Makanan dan minuman jadi/Prepared food and beverages,total,313335.0
Kalimantan Timur,Rokok/Cigarettes,total,99162.0
Kalimantan Timur,Jumlah makanan/Total food,total,925954.0
Kalimantan Timur,Perumahan dan fasilitas rumah tangga/Housing and household facilities,total,606081.0
Kalimantan Timur,Aneka barang dan jasa/Goods and services,total,239127.0
Kalimantan Timur,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",total,44729.0
Kalimantan Timur,Barang tahan lama/Durable goods,total,101934.0
Kalimantan Timur,"Pajak, pungutan, dan asuransi/Taxes and insurance",total,83881.0
Kalimantan Timur,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,total,41085.0
Kalimantan Timur,Jumlah bukan makanan/Total non-food,total,1116838.0
Kalimantan Timur,Jumlah/Total,total,2042791.0
Kalimantan Utara,Padi-padian/Cereals,urban,93844.0
Kalimantan Utara,Umbi-umbian/Tubers,urban,6948.0
Kalimantan Utara,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,urban,101091.0
Kalimantan Utara,Daging/Meat,urban,48112.0
Kalimantan Utara,Telur dan susu/Eggs and milk,urban,53540.0
Kalimantan Utara,Sayur-sayuran/Vegetables,urban,64691.0
Kalimantan Utara,Kacang-kacangan/Legumes,urban,15510.0
Kalimantan Utara,Buah-buahan/Fruits,urban,40463.0
Kalimantan Utara,Minyak dan kelapa/Oil and coconut,urban,17514.0
Kalimantan Utara,Bahan minuman/Beverages stuffs,urban,21441.0
Kalimantan Utara,Bumbu-bumbuan/Spices,urban,21737.0
Kalimantan Utara,Konsumsi lainnya/Miscellaneous food items,urban,17590.0
Kalimantan Utara,Makanan dan minuman jadi/Prepared food and beverages,urban,241627.0
Kalimantan Utara,Rokok/Cigarettes,urban,92145.0
Kalimantan Utara,Jumlah makanan/Total food,urban,836251.0
Kalimantan Utara,Perumahan dan fasilitas rumah tangga/Housing and household facilities,urban,525904.0
Kalimantan Utara,Aneka barang dan jasa/Goods and services,urban,185817.0
Kalimantan Utara,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",urban,33075.0
Kalimantan Utara,Barang tahan lama/Durable goods,urban,41194.0
Kalimantan Utara,"Pajak, pungutan, dan asuransi/Taxes and insurance",urban,67773.0
Kalimantan Utara,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,urban,17723.0
Kalimantan Utara,Jumlah bukan makanan/Total non-food,urban,871485.0
Kalimantan Utara,Jumlah/Total,urban,1707736.0
Kalimantan Utara,Padi-padian/Cereals,rural,112513.0
Kalimantan Utara,Umbi-umbian/Tubers,rural,9696.0
Kalimantan Utara,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,rural,110043.0
Kalimantan Utara,Daging/Meat,rural,56814.0
Kalimantan Utara,Telur dan susu/Eggs and milk,rural,47209.0
Kalimantan Utara,Sayur-sayuran/Vegetables,rural,73848.0
Kalimantan Utara,Kacang-kacangan/Legumes,rural,13800.0
Kalimantan Utara,Buah-buahan/Fruits,rural,35589.0
Kalimantan Utara,Minyak dan kelapa/Oil and coconut,rural,19640.0
Kalimantan Utara,Bahan minuman/Beverages stuffs,rural,29881.0
Kalimantan Utara,Bumbu-bumbuan/Spices,rural,24973.0
Kalimantan Utara,Konsumsi lainnya/Miscellaneous food items,rural,17420.0
Kalimantan Utara,Makanan dan minuman jadi/Prepared food and beverages,rural,168210.0
Kalimantan Utara,Rokok/Cigarettes,rural,107989.0
Kalimantan Utara,Jumlah makanan/Total food,rural,827625.0
Kalimantan Utara,Perumahan dan fasilitas rumah tangga/Housing and household facilities,rural,427228.0
Kalimantan Utara,Aneka barang dan jasa/Goods and services,rural,141891.0
Kalimantan Utara,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",rural,28067.0
Kalimantan Utara,Barang tahan lama/Durable goods,rural,52220.0
Kalimantan Utara,"Pajak, pungutan, dan asuransi/Taxes and insurance",rural,56375.0
Kalimantan Utara,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,rural,33414.0
Kalimantan Utara,Jumlah bukan makanan/Total non-food,rural,739195.0
Kalimantan Utara,Jumlah/Total,rural,1566820.0
Kalimantan Utara,Padi-padian/Cereals,total,100428.0
Kalimantan Utara,Umbi-umbian/Tubers,total,7917.0
Kalimantan Utara,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,total,104248.0
Kalimantan Utara,Daging/Meat,total,51181.0
Kalimantan Utara,Telur dan susu/Eggs and milk,total,51307.0
Kalimantan Utara,Sayur-sayuran/Vegetables,total,67920.0
Kalimantan Utara,Kacang-kacangan/Legumes,total,14907.0
Kalimantan Utara,Buah-buahan/Fruits,total,38744.0
Kalimantan Utara,Minyak dan kelapa/Oil and coconut,total,18263.0
Kalimantan Utara,Bahan minuman/Beverages stuffs,total,24417.0
Kalimantan Utara,Bumbu-bumbuan/Spices,total,22878.0
Kalimantan Utara,Konsumsi lainnya/Miscellaneous food items,total,17530.0
Kalimantan Utara,Makanan dan minuman jadi/Prepared food and beverages,total,215737.0
Kalimantan Utara,Rokok/Cigarettes,total,97732.0
Kalimantan Utara,Jumlah makanan/Total food,total,833209.0
Kalimantan Utara,Perumahan dan fasilitas rumah tangga/Housing and household facilities,total,491106.0
Kalimantan Utara,Aneka barang dan jasa/Goods and services,total,170326.0
Kalimantan Utara,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",total,31309.0
Kalimantan Utara,Barang tahan lama/Durable goods,total,45082.0
Kalimantan Utara,"Pajak, pungutan, dan asuransi/Taxes and insurance",total,63754.0
Kalimantan Utara,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,total,23257.0
Kalimantan Utara,Jumlah bukan makanan/Total non-food,total,824833.0
Kalimantan Utara,Jumlah/Total,total,1658042.0
Kepulauan Bangka Belitung,Padi-padian/Cereals,urban,99090.0
Kepulauan Bangka Belitung,Umbi-umbian/Tubers,urban,7487.0
Kepulauan Bangka Belitung,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,urban,113442.0
Kepulauan Bangka Belitung,Daging/Meat,urban,56154.0
Kepulauan Bangka Belitung,Telur dan susu/Eggs and milk,urban,55590.0
Kepulauan Bangka Belitung,Sayur-sayuran/Vegetables,urban,84604.0
Kepulauan Bangka Belitung,Kacang-kacangan/Legumes,urban,11674.0
Kepulauan Bangka Belitung,Buah-buahan/Fruits,urban,63396.0
Kepulauan Bangka Belitung,Minyak dan kelapa/Oil and coconut,urban,17020.0
Kepulauan Bangka Belitung,Bahan minuman/Beverages stuffs,urban,21420.0
Kepulauan Bangka Belitung,Bumbu-bumbuan/Spices,urban,24682.0
Kepulauan Bangka Belitung,Konsumsi lainnya/Miscellaneous food items,urban,19056.0
Kepulauan Bangka Belitung,Makanan dan minuman jadi/Prepared food and beverages,urban,259491.0
Kepulauan Bangka Belitung,Rokok/Cigarettes,urban,122682.0
Kepulauan Bangka Belitung,Jumlah makanan/Total food,urban,955787.0
Kepulauan Bangka Belitung,Perumahan dan fasilitas rumah tangga/Housing and household facilities,urban,535204.0
Kepulauan Bangka Belitung,Aneka barang dan jasa/Goods and services,urban,218262.0
Kepulauan Bangka Belitung,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",urban,47344.0
Kepulauan Bangka Belitung,Barang tahan lama/Durable goods,urban,75944.0
Kepulauan Bangka Belitung,"Pajak, pungutan, dan asuransi/Taxes and insurance",urban,85820.0
Kepulauan Bangka Belitung,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,urban,39961.0
Kepulauan Bangka Belitung,Jumlah bukan makanan/Total non-food,urban,1002536.0
Kepulauan Bangka Belitung,Jumlah/Total,urban,1958323.0
Kepulauan Bangka Belitung,Padi-padian/Cereals,rural,114648.0
Kepulauan Bangka Belitung,Umbi-umbian/Tubers,rural,6714.0
Kepulauan Bangka Belitung,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,rural,103333.0
Kepulauan Bangka Belitung,Daging/Meat,rural,50289.0
Kepulauan Bangka Belitung,Telur dan susu/Eggs and milk,rural,44571.0
Kepulauan Bangka Belitung,Sayur-sayuran/Vegetables,rural,73680.0
Kepulauan Bangka Belitung,Kacang-kacangan/Legumes,rural,9169.0
Kepulauan Bangka Belitung,Buah-buahan/Fruits,rural,55271.0
Kepulauan Bangka Belitung,Minyak dan kelapa/Oil and coconut,rural,14931.0
Kepulauan Bangka Belitung,Bahan minuman/Beverages stuffs,rural,21946.0
Kepulauan Bangka Belitung,Bumbu-bumbuan/Spices,rural,23839.0
Kepulauan Bangka Belitung,Konsumsi lainnya/Miscellaneous food items,rural,19004.0
Kepulauan Bangka Belitung,Makanan dan minuman jadi/Prepared food and beverages,rural,211329.0
Kepulauan Bangka Belitung,Rokok/Cigarettes,rural,143122.0
Kepulauan Bangka Belitung,Jumlah makanan/Total food,rural,891844.0
Kepulauan Bangka Belitung,Perumahan dan fasilitas rumah tangga/Housing and household facilities,rural,389287.0
Kepulauan Bangka Belitung,Aneka barang dan jasa/Goods and services,rural,130560.0
Kepulauan Bangka Belitung,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",rural,40465.0
Kepulauan Bangka Belitung,Barang tahan lama/Durable goods,rural,42264.0
Kepulauan Bangka Belitung,"Pajak, pungutan, dan asuransi/Taxes and insurance",rural,54957.0
Kepulauan Bangka Belitung,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,rural,12383.0
Kepulauan Bangka Belitung,Jumlah bukan makanan/Total non-food,rural,669915.0
Kepulauan Bangka Belitung,Jumlah/Total,rural,1561759.0
Kepulauan Bangka Belitung,Padi-padian/Cereals,total,105573.0
Kepulauan Bangka Belitung,Umbi-umbian/Tubers,total,7165.0
Kepulauan Bangka Belitung,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,total,109230.0
Kepulauan Bangka Belitung,Daging/Meat,total,53710.0
Kepulauan Bangka Belitung,Telur dan susu/Eggs and milk,total,50998.0
Kepulauan Bangka Belitung,Sayur-sayuran/Vegetables,total,80052.0
Kepulauan Bangka Belitung,Kacang-kacangan/Legumes,total,10630.0
Kepulauan Bangka Belitung,Buah-buahan/Fruits,total,60010.0
Kepulauan Bangka Belitung,Minyak dan kelapa/Oil and coconut,total,16149.0
Kepulauan Bangka Belitung,Bahan minuman/Beverages stuffs,total,21639.0
Kepulauan Bangka Belitung,Bumbu-bumbuan/Spices,total,24331.0
Kepulauan Bangka Belitung,Konsumsi lainnya/Miscellaneous food items,total,19034.0
Kepulauan Bangka Belitung,Makanan dan minuman jadi/Prepared food and beverages,total,239422.0
Kepulauan Bangka Belitung,Rokok/Cigarettes,total,131199.0
Kepulauan Bangka Belitung,Jumlah makanan/Total food,total,929142.0
Kepulauan Bangka Belitung,Perumahan dan fasilitas rumah tangga/Housing and household facilities,total,474400.0
Kepulauan Bangka Belitung,Aneka barang dan jasa/Goods and services,total,181716.0
Kepulauan Bangka Belitung,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",total,44478.0
Kepulauan Bangka Belitung,Barang tahan lama/Durable goods,total,61909.0
Kepulauan Bangka Belitung,"Pajak, pungutan, dan asuransi/Taxes and insurance",total,72959.0
Kepulauan Bangka Belitung,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,total,28469.0
Kepulauan Bangka Belitung,Jumlah bukan makanan/Total non-food,total,863932.0
Kepulauan Bangka Belitung,Jumlah/Total,total,1793074.0
Kepulauan Riau,Padi-padian/Cereals,urban,71364.0
Kepulauan Riau,Umbi-umbian/Tubers,urban,9085.0
Kepulauan Riau,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,urban,93641.0
Kepulauan Riau,Daging/Meat,urban,65683.0
Kepulauan Riau,Telur dan susu/Eggs and milk,urban,59220.0
Kepulauan Riau,Sayur-sayuran/Vegetables,urban,82299.0
Kepulauan Riau,Kacang-kacangan/Legumes,urban,13862.0
Kepulauan Riau,Buah-buahan/Fruits,urban,52288.0
Kepulauan Riau,Minyak dan kelapa/Oil and coconut,urban,20429.0
Kepulauan Riau,Bahan minuman/Beverages stuffs,urban,18975.0
Kepulauan Riau,Bumbu-bumbuan/Spices,urban,18364.0
Kepulauan Riau,Konsumsi lainnya/Miscellaneous food items,urban,18040.0
Kepulauan Riau,Makanan dan minuman jadi/Prepared food and beverages,urban,349339.0
Kepulauan Riau,Rokok/Cigarettes,urban,87439.0
Kepulauan Riau,Jumlah makanan/Total food,urban,960028.0
Kepulauan Riau,Perumahan dan fasilitas rumah tangga/Housing and household facilities,urban,633210.0
Kepulauan Riau,Aneka barang dan jasa/Goods and services,urban,309093.0
Kepulauan Riau,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",urban,54429.0
Kepulauan Riau,Barang tahan lama/Durable goods,urban,112003.0
Kepulauan Riau,"Pajak, pungutan, dan asuransi/Taxes and insurance",urban,99157.0
Kepulauan Riau,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,urban,21571.0
Kepulauan Riau,Jumlah bukan makanan/Total non-food,urban,1229462.0
Kepulauan Riau,Jumlah/Total,urban,2189491.0
Kepulauan Riau,Padi-padian/Cereals,rural,79103.0
Kepulauan Riau,Umbi-umbian/Tubers,rural,5670.0
Kepulauan Riau,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,rural,99275.0
Kepulauan Riau,Daging/Meat,rural,29382.0
Kepulauan Riau,Telur dan susu/Eggs and milk,rural,42685.0
Kepulauan Riau,Sayur-sayuran/Vegetables,rural,64382.0
Kepulauan Riau,Kacang-kacangan/Legumes,rural,9345.0
Kepulauan Riau,Buah-buahan/Fruits,rural,26290.0
Kepulauan Riau,Minyak dan kelapa/Oil and coconut,rural,22341.0
Kepulauan Riau,Bahan minuman/Beverages stuffs,rural,28581.0
Kepulauan Riau,Bumbu-bumbuan/Spices,rural,21937.0
Kepulauan Riau,Konsumsi lainnya/Miscellaneous food items,rural,20258.0
Kepulauan Riau,Makanan dan minuman jadi/Prepared food and beverages,rural,195636.0
Kepulauan Riau,Rokok/Cigarettes,rural,104706.0
Kepulauan Riau,Jumlah makanan/Total food,rural,749591.0
Kepulauan Riau,Perumahan dan fasilitas rumah tangga/Housing and household facilities,rural,376802.0
Kepulauan Riau,Aneka barang dan jasa/Goods and services,rural,147417.0
Kepulauan Riau,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",rural,36626.0
Kepulauan Riau,Barang tahan lama/Durable goods,rural,22348.0
Kepulauan Riau,"Pajak, pungutan, dan asuransi/Taxes and insurance",rural,49054.0
Kepulauan Riau,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,rural,16638.0
Kepulauan Riau,Jumlah bukan makanan/Total non-food,rural,648885.0
Kepulauan Riau,Jumlah/Total,rural,1398475.0
Kepulauan Riau,Padi-padian/Cereals,total,72150.0
Kepulauan Riau,Umbi-umbian/Tubers,total,8738.0
Kepulauan Riau,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,total,94214.0
Kepulauan Riau,Daging/Meat,total,61993.0
Kepulauan Riau,Telur dan susu/Eggs and milk,total,57539.0
Kepulauan Riau,Sayur-sayuran/Vegetables,total,80478.0
Kepulauan Riau,Kacang-kacangan/Legumes,total,13403.0
Kepulauan Riau,Buah-buahan/Fruits,total,49645.0
Kepulauan Riau,Minyak dan kelapa/Oil and coconut,total,20624.0
Kepulauan Riau,Bahan minuman/Beverages stuffs,total,19952.0
Kepulauan Riau,Bumbu-bumbuan/Spices,total,18727.0
Kepulauan Riau,Konsumsi lainnya/Miscellaneous food items,total,18266.0
Kepulauan Riau,Makanan dan minuman jadi/Prepared food and beverages,total,333713.0
Kepulauan Riau,Rokok/Cigarettes,total,89194.0
Kepulauan Riau,Jumlah makanan/Total food,total,938634.0
Kepulauan Riau,Perumahan dan fasilitas rumah tangga/Housing and household facilities,total,607142.0
Kepulauan Riau,Aneka barang dan jasa/Goods and services,total,292656.0
Kepulauan Riau,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",total,52619.0
Kepulauan Riau,Barang tahan lama/Durable goods,total,102888.0
Kepulauan Riau,"Pajak, pungutan, dan asuransi/Taxes and insurance",total,94063.0
Kepulauan Riau,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,total,21069.0
Kepulauan Riau,Jumlah bukan makanan/Total non-food,total,1170437.0
Kepulauan Riau,Jumlah/Total,total,2109071.0
Lampung,Padi-padian/Cereals,urban,89052.0
Lampung,Umbi-umbian/Tubers,urban,5434.0
Lampung,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,urban,55342.0
Lampung,Daging/Meat,urban,28682.0
Lampung,Telur dan susu/Eggs and milk,urban,38352.0
Lampung,Sayur-sayuran/Vegetables,urban,69882.0
Lampung,Kacang-kacangan/Legumes,urban,18958.0
Lampung,Buah-buahan/Fruits,urban,48071.0
Lampung,Minyak dan kelapa/Oil and coconut,urban,19537.0
Lampung,Bahan minuman/Beverages stuffs,urban,21321.0
Lampung,Bumbu-bumbuan/Spices,urban,15743.0
Lampung,Konsumsi lainnya/Miscellaneous food items,urban,12985.0
Lampung,Makanan dan minuman jadi/Prepared food and beverages,urban,200540.0
Lampung,Rokok/Cigarettes,urban,95142.0
Lampung,Jumlah makanan/Total food,urban,719043.0
Lampung,Perumahan dan fasilitas rumah tangga/Housing and household facilities,urban,369644.0
Lampung,Aneka barang dan jasa/Goods and services,urban,184869.0
Lampung,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",urban,35527.0
Lampung,Barang tahan lama/Durable goods,urban,41206.0
Lampung,"Pajak, pungutan, dan asuransi/Taxes and insurance",urban,61335.0
Lampung,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,urban,32509.0
Lampung,Jumlah bukan makanan/Total non-food,urban,725090.0
Lampung,Jumlah/Total,urban,1444133.0
Lampung,Padi-padian/Cereals,rural,97817.0
Lampung,Umbi-umbian/Tubers,rural,4544.0
Lampung,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,rural,44227.0
Lampung,Daging/Meat,rural,22717.0
Lampung,Telur dan susu/Eggs and milk,rural,29029.0
Lampung,Sayur-sayuran/Vegetables,rural,65845.0
Lampung,Kacang-kacangan/Legumes,rural,15449.0
Lampung,Buah-buahan/Fruits,rural,33950.0
Lampung,Minyak dan kelapa/Oil and coconut,rural,19748.0
Lampung,Bahan minuman/Beverages stuffs,rural,21494.0
Lampung,Bumbu-bumbuan/Spices,rural,15075.0
Lampung,Konsumsi lainnya/Miscellaneous food items,rural,10814.0
Lampung,Makanan dan minuman jadi/Prepared food and beverages,rural,142744.0
Lampung,Rokok/Cigarettes,rural,101690.0
Lampung,Jumlah makanan/Total food,rural,625141.0
Lampung,Perumahan dan fasilitas rumah tangga/Housing and household facilities,rural,233661.0
Lampung,Aneka barang dan jasa/Goods and services,rural,98175.0
Lampung,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",rural,29758.0
Lampung,Barang tahan lama/Durable goods,rural,33662.0
Lampung,"Pajak, pungutan, dan asuransi/Taxes and insurance",rural,37818.0
Lampung,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,rural,19029.0
Lampung,Jumlah bukan makanan/Total non-food,rural,452103.0
Lampung,Jumlah/Total,rural,1077244.0
Lampung,Padi-padian/Cereals,total,94849.0
Lampung,Umbi-umbian/Tubers,total,4845.0
Lampung,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,total,47991.0
Lampung,Daging/Meat,total,24737.0
Lampung,Telur dan susu/Eggs and milk,total,32185.0
Lampung,Sayur-sayuran/Vegetables,total,67212.0
Lampung,Kacang-kacangan/Legumes,total,16637.0
Lampung,Buah-buahan/Fruits,total,38731.0
Lampung,Minyak dan kelapa/Oil and coconut,total,19677.0
Lampung,Bahan minuman/Beverages stuffs,total,21436.0
Lampung,Bumbu-bumbuan/Spices,total,15301.0
Lampung,Konsumsi lainnya/Miscellaneous food items,total,11549.0
Lampung,Makanan dan minuman jadi/Prepared food and beverages,total,162314.0
Lampung,Rokok/Cigarettes,total,99473.0
Lampung,Jumlah makanan/Total food,total,656937.0
Lampung,Perumahan dan fasilitas rumah tangga/Housing and household facilities,total,279705.0
Lampung,Aneka barang dan jasa/Goods and services,total,127530.0
Lampung,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",total,31711.0
Lampung,Barang tahan lama/Durable goods,total,36217.0
Lampung,"Pajak, pungutan, dan asuransi/Taxes and insurance",total,45781.0
Lampung,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,total,23593.0
Lampung,Jumlah bukan makanan/Total non-food,total,544537.0
Lampung,Jumlah/Total,total,1201473.0
Maluku,Padi-padian/Cereals,urban,113555.0
Maluku,Umbi-umbian/Tubers,urban,12156.0
Maluku,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,urban,80013.0
Maluku,Daging/Meat,urban,18299.0
Maluku,Telur dan susu/Eggs and milk,urban,43629.0
Maluku,Sayur-sayuran/Vegetables,urban,66325.0
Maluku,Kacang-kacangan/Legumes,urban,8932.0
Maluku,Buah-buahan/Fruits,urban,54670.0
Maluku,Minyak dan kelapa/Oil and coconut,urban,20593.0
Maluku,Bahan minuman/Beverages stuffs,urban,20132.0
Maluku,Bumbu-bumbuan/Spices,urban,18782.0
Maluku,Konsumsi lainnya/Miscellaneous food items,urban,10999.0
Maluku,Makanan dan minuman jadi/Prepared food and beverages,urban,188222.0
Maluku,Rokok/Cigarettes,urban,85121.0
Maluku,Jumlah makanan/Total food,urban,741428.0
Maluku,Perumahan dan fasilitas rumah tangga/Housing and household facilities,urban,531966.0
Maluku,Aneka barang dan jasa/Goods and services,urban,203012.0
Maluku,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",urban,32760.0
Maluku,Barang tahan lama/Durable goods,urban,30610.0
Maluku,"Pajak, pungutan, dan asuransi/Taxes and insurance",urban,60486.0
Maluku,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,urban,11315.0
Maluku,Jumlah bukan makanan/Total non-food,urban,870150.0
Maluku,Jumlah/Total,urban,1611578.0
Maluku,Padi-padian/Cereals,rural,109788.0
Maluku,Umbi-umbian/Tubers,rural,19220.0
Maluku,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,rural,67554.0
Maluku,Daging/Meat,rural,12956.0
Maluku,Telur dan susu/Eggs and milk,rural,19972.0
Maluku,Sayur-sayuran/Vegetables,rural,56868.0
Maluku,Kacang-kacangan/Legumes,rural,4859.0
Maluku,Buah-buahan/Fruits,rural,40013.0
Maluku,Minyak dan kelapa/Oil and coconut,rural,19933.0
Maluku,Bahan minuman/Beverages stuffs,rural,23485.0
Maluku,Bumbu-bumbuan/Spices,rural,16466.0
Maluku,Konsumsi lainnya/Miscellaneous food items,rural,7804.0
Maluku,Makanan dan minuman jadi/Prepared food and beverages,rural,91926.0
Maluku,Rokok/Cigarettes,rural,72784.0
Maluku,Jumlah makanan/Total food,rural,563628.0
Maluku,Perumahan dan fasilitas rumah tangga/Housing and household facilities,rural,290045.0
Maluku,Aneka barang dan jasa/Goods and services,rural,89844.0
Maluku,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",rural,21667.0
Maluku,Barang tahan lama/Durable goods,rural,15924.0
Maluku,"Pajak, pungutan, dan asuransi/Taxes and insurance",rural,31611.0
Maluku,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,rural,8128.0
Maluku,Jumlah bukan makanan/Total non-food,rural,457219.0
Maluku,Jumlah/Total,rural,1020847.0
Maluku,Padi-padian/Cereals,total,111425.0
Maluku,Umbi-umbian/Tubers,total,16150.0
Maluku,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,total,72968.0
Maluku,Daging/Meat,total,15278.0
Maluku,Telur dan susu/Eggs and milk,total,30253.0
Maluku,Sayur-sayuran/Vegetables,total,60978.0
Maluku,Kacang-kacangan/Legumes,total,6629.0
Maluku,Buah-buahan/Fruits,total,46383.0
Maluku,Minyak dan kelapa/Oil and coconut,total,20220.0
Maluku,Bahan minuman/Beverages stuffs,total,22028.0
Maluku,Bumbu-bumbuan/Spices,total,17473.0
Maluku,Konsumsi lainnya/Miscellaneous food items,total,9193.0
Maluku,Makanan dan minuman jadi/Prepared food and beverages,total,133775.0
Maluku,Rokok/Cigarettes,total,78146.0
Maluku,Jumlah makanan/Total food,total,640897.0
Maluku,Perumahan dan fasilitas rumah tangga/Housing and household facilities,total,395180.0
Maluku,Aneka barang dan jasa/Goods and services,total,139025.0
Maluku,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",total,26488.0
Maluku,Barang tahan lama/Durable goods,total,22306.0
Maluku,"Pajak, pungutan, dan asuransi/Taxes and insurance",total,44160.0
Maluku,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,total,9513.0
Maluku,Jumlah bukan makanan/Total non-food,total,636672.0
Maluku,Jumlah/Total,total,1277569.0
Maluku Utara,Padi-padian/Cereals,urban,96282.0
Maluku Utara,Umbi-umbian/Tubers,urban,8299.0
Maluku Utara,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,urban,91054.0
Maluku Utara,Daging/Meat,urban,17723.0
Maluku Utara,Telur dan susu/Eggs and milk,urban,30417.0
Maluku Utara,Sayur-sayuran/Vegetables,urban,75798.0
Maluku Utara,Kacang-kacangan/Legumes,urban,10537.0
Maluku Utara,Buah-buahan/Fruits,urban,70864.0
Maluku Utara,Minyak dan kelapa/Oil and coconut,urban,22603.0
Maluku Utara,Bahan minuman/Beverages stuffs,urban,19386.0
Maluku Utara,Bumbu-bumbuan/Spices,urban,19530.0
Maluku Utara,Konsumsi lainnya/Miscellaneous food items,urban,11533.0
Maluku Utara,Makanan dan minuman jadi/Prepared food and beverages,urban,232935.0
Maluku Utara,Rokok/Cigarettes,urban,130871.0
Maluku Utara,Jumlah makanan/Total food,urban,837832.0
Maluku Utara,Perumahan dan fasilitas rumah tangga/Housing and household facilities,urban,658807.0
Maluku Utara,Aneka barang dan jasa/Goods and services,urban,199076.0
