province,commodity,area,value
Banten,Jumlah makanan/Total food,rural,744822.0
Banten,Perumahan dan fasilitas rumah tangga/Housing and household facilities,rural,258293.0
Banten,Aneka barang dan jasa/Goods and services,rural,92537.0
Banten,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",rural,31575.0
Banten,Barang tahan lama/Durable goods,rural,32021.0
Banten,"Pajak, pungutan, dan asuransi/Taxes and insurance",rural,30066.0
Banten,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,rural,13656.0
Banten,Jumlah bukan makanan/Total non-food,rural,458148.0
Banten,Jumlah/Total,rural,1202971.0
Banten,Padi-padian/Cereals,total,97533.0
Banten,Umbi-umbian/Tubers,total,8835.0
Banten,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,total,64727.0
Banten,Daging/Meat,total,42277.0
Banten,Telur dan susu/Eggs and milk,total,42347.0
Banten,Sayur-sayuran/Vegetables,total,64640.0
Banten,Kacang-kacangan/Legumes,total,15697.0
Banten,Buah-buahan/Fruits,total,46992.0
Banten,Minyak dan kelapa/Oil and coconut,total,18182.0
Banten,Bahan minuman/Beverages stuffs,total,21732.0
Banten,Bumbu-bumbuan/Spices,total,17663.0
Banten,Konsumsi lainnya/Miscellaneous food items,total,15086.0
Banten,Makanan dan minuman jadi/Prepared food and beverages,total,302536.0
Banten,Rokok/Cigarettes,total,115022.0
Banten,Jumlah makanan/Total food,total,873268.0
Banten,Perumahan dan fasilitas rumah tangga/Housing and household facilities,total,494625.0
Banten,Aneka barang dan jasa/Goods and services,total,211365.0
Banten,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",total,40597.0
Banten,Barang tahan lama/Durable goods,total,49929.0
Banten,"Pajak, pungutan, dan asuransi/Taxes and insurance",total,73166.0
Banten,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,total,29212.0
Banten,Jumlah bukan makanan/Total non-food,total,898894.0
Banten,Jumlah/Total,total,1772162.0
Bengkulu,Padi-padian/Cereals,urban,88827.0
Bengkulu,Umbi-umbian/Tubers,urban,6185.0
Bengkulu,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,urban,70083.0
Bengkulu,Daging/Meat,urban,38927.0
Bengkulu,Telur dan susu/Eggs and milk,urban,41667.0
Bengkulu,Sayur-sayuran/Vegetables,urban,81117.0
Bengkulu,Kacang-kacangan/Legumes,urban,12682.0
Bengkulu,Buah-buahan/Fruits,urban,51504.0
Bengkulu,Minyak dan kelapa/Oil and coconut,urban,21673.0
Bengkulu,Bahan minuman/Beverages stuffs,urban,18641.0
Bengkulu,Bumbu-bumbuan/Spices,urban,10676.0
Bengkulu,Konsumsi lainnya/Miscellaneous food items,urban,14413.0
Bengkulu,Makanan dan minuman jadi/Prepared food and beverages,urban,220471.0
Bengkulu,Rokok/Cigarettes,urban,99405.0
Bengkulu,Jumlah makanan/Total food,urban,776270.0
Bengkulu,Perumahan dan fasilitas rumah tangga/Housing and household facilities,urban,466453.0
Bengkulu,Aneka barang dan jasa/Goods and services,urban,271876.0
Bengkulu,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",urban,58543.0
Bengkulu,Barang tahan lama/Durable goods,urban,104772.0
Bengkulu,"Pajak, pungutan, dan asuransi/Taxes and insurance",urban,77567.0
Bengkulu,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,urban,68084.0
Bengkulu,Jumlah bukan makanan/Total non-food,urban,1047294.0
Bengkulu,Jumlah/Total,urban,1823564.0
Bengkulu,Padi-padian/Cereals,rural,108245.0
Bengkulu,Umbi-umbian/Tubers,rural,5807.0
Bengkulu,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,rural,55851.0
Bengkulu,Daging/Meat,rural,28285.0
Bengkulu,Telur dan susu/Eggs and milk,rural,27282.0
Bengkulu,Sayur-sayuran/Vegetables,rural,84576.0
Bengkulu,Kacang-kacangan/Legumes,rural,11245.0
Bengkulu,Buah-buahan/Fruits,rural,39565.0
Bengkulu,Minyak dan kelapa/Oil and coconut,rural,21543.0
Bengkulu,Bahan minuman/Beverages stuffs,rural,21851.0
Bengkulu,Bumbu-bumbuan/Spices,rural,10982.0
Bengkulu,Konsumsi lainnya/Miscellaneous food items,rural,11241.0
Bengkulu,Makanan dan minuman jadi/Prepared food and beverages,rural,148829.0
Bengkulu,Rokok/Cigarettes,rural,122831.0
Bengkulu,Jumlah makanan/Total food,rural,698131.0
Bengkulu,Perumahan dan fasilitas rumah tangga/Housing and household facilities,rural,269476.0
Bengkulu,Aneka barang dan jasa/Goods and services,rural,105132.0
Bengkulu,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",rural,33431.0
Bengkulu,Barang tahan lama/Durable goods,rural,35850.0
Bengkulu,"Pajak, pungutan, dan asuransi/Taxes and insurance",rural,42407.0
Bengkulu,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,rural,24953.0
Bengkulu,Jumlah bukan makanan/Total non-food,rural,511248.0
Bengkulu,Jumlah/Total,rural,1209380.0
Bengkulu,Padi-padian/Cereals,total,101713.0
Bengkulu,Umbi-umbian/Tubers,total,5934.0
Bengkulu,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,total,60638.0
Bengkulu,Daging/Meat,total,31865.0
Bengkulu,Telur dan susu/Eggs and milk,total,32121.0
Bengkulu,Sayur-sayuran/Vegetables,total,83413.0
Bengkulu,Kacang-kacangan/Legumes,total,11728.0
Bengkulu,Buah-buahan/Fruits,total,43581.0
Bengkulu,Minyak dan kelapa/Oil and coconut,total,21587.0
Bengkulu,Bahan minuman/Beverages stuffs,total,20771.0
Bengkulu,Bumbu-bumbuan/Spices,total,10879.0
Bengkulu,Konsumsi lainnya/Miscellaneous food items,total,12308.0
Bengkulu,Makanan dan minuman jadi/Prepared food and beverages,total,172927.0
Bengkulu,Rokok/Cigarettes,total,114951.0
Bengkulu,Jumlah makanan/Total food,total,724415.0
Bengkulu,Perumahan dan fasilitas rumah tangga/Housing and household facilities,total,335734.0
Bengkulu,Aneka barang dan jasa/Goods and services,total,161221.0
Bengkulu,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",total,41878.0
Bengkulu,Barang tahan lama/Durable goods,total,59034.0
Bengkulu,"Pajak, pungutan, dan asuransi/Taxes and insurance",total,54234.0
Bengkulu,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,total,39461.0
Bengkulu,Jumlah bukan makanan/Total non-food,total,691561.0
Bengkulu,Jumlah/Total,total,1415976.0
DI Yogyakarta,Padi-padian/Cereals,urban,72784.0
DI Yogyakarta,Umbi-umbian/Tubers,urban,6130.0
DI Yogyakarta,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,urban,24963.0
DI Yogyakarta,Daging/Meat,urban,38892.0
DI Yogyakarta,Telur dan susu/Eggs and milk,urban,52320.0
DI Yogyakarta,Sayur-sayuran/Vegetables,urban,54673.0
DI Yogyakarta,Kacang-kacangan/Legumes,urban,17661.0
DI Yogyakarta,Buah-buahan/Fruits,urban,48196.0
DI Yogyakarta,Minyak dan kelapa/Oil and coconut,urban,16462.0
DI Yogyakarta,Bahan minuman/Beverages stuffs,urban,25125.0
DI Yogyakarta,Bumbu-bumbuan/Spices,urban,13227.0
DI Yogyakarta,Konsumsi lainnya/Miscellaneous food items,urban,14496.0
DI Yogyakarta,Makanan dan minuman jadi/Prepared food and beverages,urban,341143.0
DI Yogyakarta,Rokok/Cigarettes,urban,71195.0
DI Yogyakarta,Jumlah makanan/Total food,urban,797265.0
DI Yogyakarta,Perumahan dan fasilitas rumah tangga/Housing and household facilities,urban,553378.0
DI Yogyakarta,Aneka barang dan jasa/Goods and services,urban,328922.0
DI Yogyakarta,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",urban,40134.0
DI Yogyakarta,Barang tahan lama/Durable goods,urban,106684.0
DI Yogyakarta,"Pajak, pungutan, dan asuransi/Taxes and insurance",urban,88571.0
DI Yogyakarta,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,urban,34210.0
DI Yogyakarta,Jumlah bukan makanan/Total non-food,urban,1151897.0
DI Yogyakarta,Jumlah/Total,urban,1949163.0
DI Yogyakarta,Padi-padian/Cereals,rural,90670.0
DI Yogyakarta,Umbi-umbian/Tubers,rural,5507.0
DI Yogyakarta,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,rural,21207.0
DI Yogyakarta,Daging/Meat,rural,26758.0
DI Yogyakarta,Telur dan susu/Eggs and milk,rural,37237.0
DI Yogyakarta,Sayur-sayuran/Vegetables,rural,56662.0
DI Yogyakarta,Kacang-kacangan/Legumes,rural,19832.0
DI Yogyakarta,Buah-buahan/Fruits,rural,32568.0
DI Yogyakarta,Minyak dan kelapa/Oil and coconut,rural,18990.0
DI Yogyakarta,Bahan minuman/Beverages stuffs,rural,25691.0
DI Yogyakarta,Bumbu-bumbuan/Spices,rural,12421.0
DI Yogyakarta,Konsumsi lainnya/Miscellaneous food items,rural,12945.0
DI Yogyakarta,Makanan dan minuman jadi/Prepared food and beverages,rural,171066.0
DI Yogyakarta,Rokok/Cigarettes,rural,65789.0
DI Yogyakarta,Jumlah makanan/Total food,rural,597343.0
DI Yogyakarta,Perumahan dan fasilitas rumah tangga/Housing and household facilities,rural,301897.0
DI Yogyakarta,Aneka barang dan jasa/Goods and services,rural,130585.0
DI Yogyakarta,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",rural,21614.0
DI Yogyakarta,Barang tahan lama/Durable goods,rural,37534.0
DI Yogyakarta,"Pajak, pungutan, dan asuransi/Taxes and insurance",rural,54915.0
DI Yogyakarta,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,rural,30168.0
DI Yogyakarta,Jumlah bukan makanan/Total non-food,rural,576714.0
DI Yogyakarta,Jumlah/Total,rural,1174057.0
DI Yogyakarta,Padi-padian/Cereals,total,77176.0
DI Yogyakarta,Umbi-umbian/Tubers,total,5977.0
DI Yogyakarta,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,total,24041.0
DI Yogyakarta,Daging/Meat,total,35913.0
DI Yogyakarta,Telur dan susu/Eggs and milk,total,48617.0
DI Yogyakarta,Sayur-sayuran/Vegetables,total,55161.0
DI Yogyakarta,Kacang-kacangan/Legumes,total,18194.0
DI Yogyakarta,Buah-buahan/Fruits,total,44359.0
DI Yogyakarta,Minyak dan kelapa/Oil and coconut,total,17083.0
DI Yogyakarta,Bahan minuman/Beverages stuffs,total,25264.0
DI Yogyakarta,Bumbu-bumbuan/Spices,total,13029.0
DI Yogyakarta,Konsumsi lainnya/Miscellaneous food items,total,14115.0
DI Yogyakarta,Makanan dan minuman jadi/Prepared food and beverages,total,299387.0
DI Yogyakarta,Rokok/Cigarettes,total,69868.0
DI Yogyakarta,Jumlah makanan/Total food,total,748182.0
DI Yogyakarta,Perumahan dan fasilitas rumah tangga/Housing and household facilities,total,491636.0
DI Yogyakarta,Aneka barang dan jasa/Goods and services,total,280228.0
DI Yogyakarta,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",total,35587.0
DI Yogyakarta,Barang tahan lama/Durable goods,total,89707.0
DI Yogyakarta,"Pajak, pungutan, dan asuransi/Taxes and insurance",total,80308.0
DI Yogyakarta,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,total,33218.0
DI Yogyakarta,Jumlah bukan makanan/Total non-food,total,1010683.0
DI Yogyakarta,Jumlah/Total,total,1758865.0
DKI Jakarta,Padi-padian/Cereals,urban,82610.0
DKI Jakarta,Umbi-umbian/Tubers,urban,10707.0
DKI Jakarta,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,urban,83288.0
DKI Jakarta,Daging/Meat,urban,73054.0
DKI Jakarta,Telur dan susu/Eggs and milk,urban,62990.0
DKI Jakarta,Sayur-sayuran/Vegetables,urban,77147.0
DKI Jakarta,Kacang-kacangan/Legumes,urban,17612.0
DKI Jakarta,Buah-buahan/Fruits,urban,60669.0
DKI Jakarta,Minyak dan kelapa/Oil and coconut,urban,19753.0
DKI Jakarta,Bahan minuman/Beverages stuffs,urban,21648.0
DKI Jakarta,Bumbu-bumbuan/Spices,urban,17174.0
DKI Jakarta,Konsumsi lainnya/Miscellaneous food items,urban,17607.0
DKI Jakarta,Makanan dan minuman jadi/Prepared food and beverages,urban,476836.0
DKI Jakarta,Rokok/Cigarettes,urban,87132.0
DKI Jakarta,Jumlah makanan/Total food,urban,1108228.0
DKI Jakarta,Perumahan dan fasilitas rumah tangga/Housing and household facilities,urban,957750.0
DKI Jakarta,Aneka barang dan jasa/Goods and services,urban,447700.0
DKI Jakarta,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",urban,57150.0
DKI Jakarta,Barang tahan lama/Durable goods,urban,66884.0
DKI Jakarta,"Pajak, pungutan, dan asuransi/Taxes and insurance",urban,133360.0
DKI Jakarta,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,urban,23414.0
DKI Jakarta,Jumlah bukan makanan/Total non-food,urban,1686257.0
DKI Jakarta,Jumlah/Total,urban,2794485.0
DKI Jakarta,Padi-padian/Cereals,total,82610.0
DKI Jakarta,Umbi-umbian/Tubers,total,10707.0
DKI Jakarta,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,total,83288.0
DKI Jakarta,Daging/Meat,total,73054.0
DKI Jakarta,Telur dan susu/Eggs and milk,total,62990.0
DKI Jakarta,Sayur-sayuran/Vegetables,total,77147.0
DKI Jakarta,Kacang-kacangan/Legumes,total,17612.0
DKI Jakarta,Buah-buahan/Fruits,total,60669.0
DKI Jakarta,Minyak dan kelapa/Oil and coconut,total,19753.0
DKI Jakarta,Bahan minuman/Beverages stuffs,total,21648.0
DKI Jakarta,Bumbu-bumbuan/Spices,total,17174.0
DKI Jakarta,Konsumsi lainnya/Miscellaneous food items,total,17607.0
DKI Jakarta,Makanan dan minuman jadi/Prepared food and beverages,total,476836.0
DKI Jakarta,Rokok/Cigarettes,total,87132.0
DKI Jakarta,Jumlah makanan/Total food,total,1108228.0
DKI Jakarta,Perumahan dan fasilitas rumah tangga/Housing and household facilities,total,957750.0
DKI Jakarta,Aneka barang dan jasa/Goods and services,total,447700.0
DKI Jakarta,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",total,57150.0
DKI Jakarta,Barang tahan lama/Durable goods,total,66884.0
DKI Jakarta,"Pajak, pungutan, dan asuransi/Taxes and insurance",total,133360.0
DKI Jakarta,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,total,23414.0
DKI Jakarta,Jumlah bukan makanan/Total non-food,total,1686257.0
DKI Jakarta,Jumlah/Total,total,2794485.0
Gorontalo,Padi-padian/Cereals,urban,106706.0
Gorontalo,Umbi-umbian/Tubers,urban,4089.0
Gorontalo,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,urban,76776.0
Gorontalo,Daging/Meat,urban,15441.0
Gorontalo,Telur dan susu/Eggs and milk,urban,31692.0
Gorontalo,Sayur-sayuran/Vegetables,urban,50668.0
Gorontalo,Kacang-kacangan/Legumes,urban,8230.0
Gorontalo,Buah-buahan/Fruits,urban,37497.0
Gorontalo,Minyak dan kelapa/Oil and coconut,urban,21786.0
Gorontalo,Bahan minuman/Beverages stuffs,urban,14982.0
Gorontalo,Bumbu-bumbuan/Spices,urban,10965.0
Gorontalo,Konsumsi lainnya/Miscellaneous food items,urban,8417.0
Gorontalo,Makanan dan minuman jadi/Prepared food and beverages,urban,197636.0
Gorontalo,Rokok/Cigarettes,urban,87561.0
Gorontalo,Jumlah makanan/Total food,urban,672447.0
Gorontalo,Perumahan dan fasilitas rumah tangga/Housing and household facilities,urban,453955.0
Gorontalo,Aneka barang dan jasa/Goods and services,urban,190206.0
Gorontalo,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",urban,39550.0
Gorontalo,Barang tahan lama/Durable goods,urban,64557.0
Gorontalo,"Pajak, pungutan, dan asuransi/Taxes and insurance",urban,61959.0
Gorontalo,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,urban,28593.0
Gorontalo,Jumlah bukan makanan/Total non-food,urban,838820.0
Gorontalo,Jumlah/Total,urban,1511267.0
Gorontalo,Padi-padian/Cereals,rural,108661.0
Gorontalo,Umbi-umbian/Tubers,rural,4463.0
Gorontalo,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,rural,68870.0
Gorontalo,Daging/Meat,rural,13809.0
Gorontalo,Telur dan susu/Eggs and milk,rural,22415.0
Gorontalo,Sayur-sayuran/Vegetables,rural,45609.0
Gorontalo,Kacang-kacangan/Legumes,rural,7876.0
Gorontalo,Buah-buahan/Fruits,rural,30269.0
Gorontalo,Minyak dan kelapa/Oil and coconut,rural,21271.0
Gorontalo,Bahan minuman/Beverages stuffs,rural,16947.0
Gorontalo,Bumbu-bumbuan/Spices,rural,12370.0
Gorontalo,Konsumsi lainnya/Miscellaneous food items,rural,7735.0
Gorontalo,Makanan dan minuman jadi/Prepared food and beverages,rural,133014.0
Gorontalo,Rokok/Cigarettes,rural,84187.0
Gorontalo,Jumlah makanan/Total food,rural,577494.0
Gorontalo,Perumahan dan fasilitas rumah tangga/Housing and household facilities,rural,248447.0
Gorontalo,Aneka barang dan jasa/Goods and services,rural,84402.0
Gorontalo,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",rural,26340.0
Gorontalo,Barang tahan lama/Durable goods,rural,55147.0
Gorontalo,"Pajak, pungutan, dan asuransi/Taxes and insurance",rural,32827.0
Gorontalo,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,rural,28625.0
Gorontalo,Jumlah bukan makanan/Total non-food,rural,475789.0
Gorontalo,Jumlah/Total,rural,1053283.0
Gorontalo,Padi-padian/Cereals,total,107769.0
Gorontalo,Umbi-umbian/Tubers,total,4292.0
Gorontalo,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,total,72478.0
Gorontalo,Daging/Meat,total,14554.0
Gorontalo,Telur dan susu/Eggs and milk,total,26648.0
Gorontalo,Sayur-sayuran/Vegetables,total,47917.0
Gorontalo,Kacang-kacangan/Legumes,total,8037.0
Gorontalo,Buah-buahan/Fruits,total,33568.0
Gorontalo,Minyak dan kelapa/Oil and coconut,total,21506.0
Gorontalo,Bahan minuman/Beverages stuffs,total,16050.0
Gorontalo,Bumbu-bumbuan/Spices,total,11729.0
Gorontalo,Konsumsi lainnya/Miscellaneous food items,total,8046.0
Gorontalo,Makanan dan minuman jadi/Prepared food and beverages,total,162502.0
Gorontalo,Rokok/Cigarettes,total,85726.0
Gorontalo,Jumlah makanan/Total food,total,620823.0
Gorontalo,Perumahan dan fasilitas rumah tangga/Housing and household facilities,total,342224.0
Gorontalo,Aneka barang dan jasa/Goods and services,total,132682.0
Gorontalo,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",total,32368.0
Gorontalo,Barang tahan lama/Durable goods,total,59441.0
Gorontalo,"Pajak, pungutan, dan asuransi/Taxes and insurance",total,46120.0
Gorontalo,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,total,28611.0
Gorontalo,Jumlah bukan makanan/Total non-food,total,641446.0
Gorontalo,Jumlah/Total,total,1262268.0
Jambi,Padi-padian/Cereals,urban,78342.0
Jambi,Umbi-umbian/Tubers,urban,8999.0
Jambi,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,urban,74863.0
Jambi,Daging/Meat,urban,38583.0
Jambi,Telur dan susu/Eggs and milk,urban,43423.0
Jambi,Sayur-sayuran/Vegetables,urban,78751.0
Jambi,Kacang-kacangan/Legumes,urban,11610.0
Jambi,Buah-buahan/Fruits,urban,55254.0
Jambi,Minyak dan kelapa/Oil and coconut,urban,20534.0
Jambi,Bahan minuman/Beverages stuffs,urban,19722.0
Jambi,Bumbu-bumbuan/Spices,urban,12657.0
Jambi,Konsumsi lainnya/Miscellaneous food items,urban,14517.0
Jambi,Makanan dan minuman jadi/Prepared food and beverages,urban,254871.0
Jambi,Rokok/Cigarettes,urban,97765.0
Jambi,Jumlah makanan/Total food,urban,809892.0
Jambi,Perumahan dan fasilitas rumah tangga/Housing and household facilities,urban,462186.0
Jambi,Aneka barang dan jasa/Goods and services,urban,212994.0
Jambi,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",urban,53511.0
Jambi,Barang tahan lama/Durable goods,urban,107406.0
Jambi,"Pajak, pungutan, dan asuransi/Taxes and insurance",urban,75459.0
Jambi,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,urban,27502.0
Jambi,Jumlah bukan makanan/Total non-food,urban,939058.0
Jambi,Jumlah/Total,urban,1748949.0
Jambi,Padi-padian/Cereals,rural,96027.0
Jambi,Umbi-umbian/Tubers,rural,8870.0
Jambi,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,rural,68418.0
Jambi,Daging/Meat,rural,32742.0
Jambi,Telur dan susu/Eggs and milk,rural,29382.0
Jambi,Sayur-sayuran/Vegetables,rural,86544.0
Jambi,Kacang-kacangan/Legumes,rural,11236.0
Jambi,Buah-buahan/Fruits,rural,57570.0
Jambi,Minyak dan kelapa/Oil and coconut,rural,23772.0
Jambi,Bahan minuman/Beverages stuffs,rural,21763.0
Jambi,Bumbu-bumbuan/Spices,rural,12570.0
Jambi,Konsumsi lainnya/Miscellaneous food items,rural,12763.0
Jambi,Makanan dan minuman jadi/Prepared food and beverages,rural,170298.0
Jambi,Rokok/Cigarettes,rural,123593.0
Jambi,Jumlah makanan/Total food,rural,755548.0
Jambi,Perumahan dan fasilitas rumah tangga/Housing and household facilities,rural,305688.0
Jambi,Aneka barang dan jasa/Goods and services,rural,118943.0
Jambi,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",rural,46881.0
Jambi,Barang tahan lama/Durable goods,rural,44996.0
Jambi,"Pajak, pungutan, dan asuransi/Taxes and insurance",rural,40618.0
Jambi,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,rural,21547.0
Jambi,Jumlah bukan makanan/Total non-food,rural,578672.0
Jambi,Jumlah/Total,rural,1334220.0
Jambi,Padi-padian/Cereals,total,90130.0
Jambi,Umbi-umbian/Tubers,total,8913.0
Jambi,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,total,70567.0
Jambi,Daging/Meat,total,34690.0
Jambi,Telur dan susu/Eggs and milk,total,34063.0
Jambi,Sayur-sayuran/Vegetables,total,83946.0
Jambi,Kacang-kacangan/Legumes,total,11361.0
Jambi,Buah-buahan/Fruits,total,56798.0
Jambi,Minyak dan kelapa/Oil and coconut,total,22693.0
Jambi,Bahan minuman/Beverages stuffs,total,21083.0
Jambi,Bumbu-bumbuan/Spices,total,12599.0
Jambi,Konsumsi lainnya/Miscellaneous food items,total,13348.0
Jambi,Makanan dan minuman jadi/Prepared food and beverages,total,198497.0
Jambi,Rokok/Cigarettes,total,114981.0
Jambi,Jumlah makanan/Total food,total,773667.0
Jambi,Perumahan dan fasilitas rumah tangga/Housing and household facilities,total,357868.0
Jambi,Aneka barang dan jasa/Goods and services,total,150302.0
Jambi,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",total,49092.0
Jambi,Barang tahan lama/Durable goods,total,65805.0
Jambi,"Pajak, pungutan, dan asuransi/Taxes and insurance",total,52235.0
Jambi,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,total,23532.0
Jambi,Jumlah bukan makanan/Total non-food,total,698833.0
Jambi,Jumlah/Total,total,1472501.0
Jawa Barat,Padi-padian/Cereals,urban,88065.0
Jawa Barat,Umbi-umbian/Tubers,urban,7153.0
Jawa Barat,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,urban,46987.0
Jawa Barat,Daging/Meat,urban,44519.0
Jawa Barat,Telur dan susu/Eggs and milk,urban,43479.0
Jawa Barat,Sayur-sayuran/Vegetables,urban,54976.0
Jawa Barat,Kacang-kacangan/Legumes,urban,16532.0
Jawa Barat,Buah-buahan/Fruits,urban,43600.0
Jawa Barat,Minyak dan kelapa/Oil and coconut,urban,16144.0
Jawa Barat,Bahan minuman/Beverages stuffs,urban,21614.0
Jawa Barat,Bumbu-bumbuan/Spices,urban,15847.0
Jawa Barat,Konsumsi lainnya/Miscellaneous food items,urban,16410.0
Jawa Barat,Makanan dan minuman jadi/Prepared food and beverages,urban,299408.0
Jawa Barat,Rokok/Cigarettes,urban,106174.0
Jawa Barat,Jumlah makanan/Total food,urban,820909.0
Jawa Barat,Perumahan dan fasilitas rumah tangga/Housing and household facilities,urban,461035.0
Jawa Barat,Aneka barang dan jasa/Goods and services,urban,239139.0
Jawa Barat,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",urban,41758.0
Jawa Barat,Barang tahan lama/Durable goods,urban,67064.0
Jawa Barat,"Pajak, pungutan, dan asuransi/Taxes and insurance",urban,72964.0
Jawa Barat,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,urban,30966.0
Jawa Barat,Jumlah bukan makanan/Total non-food,urban,912925.0
Jawa Barat,Jumlah/Total,urban,1733834.0
Jawa Barat,Padi-padian/Cereals,rural,110353.0
Jawa Barat,Umbi-umbian/Tubers,rural,6075.0
Jawa Barat,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,rural,41375.0
Jawa Barat,Daging/Meat,rural,30865.0
Jawa Barat,Telur dan susu/Eggs and milk,rural,29246.0
Jawa Barat,Sayur-sayuran/Vegetables,rural,48234.0
Jawa Barat,Kacang-kacangan/Legumes,rural,15883.0
Jawa Barat,Buah-buahan/Fruits,rural,38777.0
Jawa Barat,Minyak dan kelapa/Oil and coconut,rural,15342.0
Jawa Barat,Bahan minuman/Beverages stuffs,rural,23739.0
Jawa Barat,Bumbu-bumbuan/Spices,rural,14709.0
Jawa Barat,Konsumsi lainnya/Miscellaneous food items,rural,15801.0
Jawa Barat,Makanan dan minuman jadi/Prepared food and beverages,rural,220617.0
Jawa Barat,Rokok/Cigarettes,rural,123782.0
Jawa Barat,Jumlah makanan/Total food,rural,734798.0
Jawa Barat,Perumahan dan fasilitas rumah tangga/Housing and household facilities,rural,262519.0
Jawa Barat,Aneka barang dan jasa/Goods and services,rural,107655.0
Jawa Barat,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",rural,29638.0
Jawa Barat,Barang tahan lama/Durable goods,rural,33429.0
Jawa Barat,"Pajak, pungutan, dan asuransi/Taxes and insurance",rural,33630.0
Jawa Barat,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,rural,23552.0
Jawa Barat,Jumlah bukan makanan/Total non-food,rural,490424.0
Jawa Barat,Jumlah/Total,rural,1225221.0
Jawa Barat,Padi-padian/Cereals,total,92482.0
Jawa Barat,Umbi-umbian/Tubers,total,6939.0
Jawa Barat,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,total,45874.0
Jawa Barat,Daging/Meat,total,41813.0
Jawa Barat,Telur dan susu/Eggs and milk,total,40658.0
Jawa Barat,Sayur-sayuran/Vegetables,total,53640.0
Jawa Barat,Kacang-kacangan/Legumes,total,16404.0
Jawa Barat,Buah-buahan/Fruits,total,42645.0
Jawa Barat,Minyak dan kelapa/Oil and coconut,total,15985.0
Jawa Barat,Bahan minuman/Beverages stuffs,total,22035.0
Jawa Barat,Bumbu-bumbuan/Spices,total,15622.0
Jawa Barat,Konsumsi lainnya/Miscellaneous food items,total,16290.0
Jawa Barat,Makanan dan minuman jadi/Prepared food and beverages,total,283792.0
Jawa Barat,Rokok/Cigarettes,total,109664.0
Jawa Barat,Jumlah makanan/Total food,total,803842.0
Jawa Barat,Perumahan dan fasilitas rumah tangga/Housing and household facilities,total,421691.0
