province,year,group,sub_group,value
SULAWESI SELATAN,2023,2023,"Makanan, Minuman dan Tembakau",0.4811111111111111
SULAWESI SELATAN,2023,2023,Minuman yang Tidak Beralkohol,0.13638888888888884
SULAWESI SELATAN,2023,2023,Rokok dan Tembakau,0.4741666666666667
SULAWESI TENGAH,2020,2020,Makanan,0.3691666666666666
SULAWESI TENGAH,2020,2020,"Makanan, Minuman dan Tembakau",0.3958333333333333
SULAWESI TENGAH,2020,2020,Minuman yang Tidak Beralkohol,0.3324999999999999
SULAWESI TENGAH,2020,2020,Rokok dan Tembakau,0.6433333333333334
SULAWESI TENGAH,2021,2021,Makanan,0.2366666666666666
SULAWESI TENGAH,2021,2021,"Makanan, Minuman dan Tembakau",0.2183333333333333
SULAWESI TENGAH,2021,2021,Minuman yang Tidak Beralkohol,0.0341666666666666
SULAWESI TENGAH,2021,2021,Rokok dan Tembakau,0.2683333333333333
SULAWESI TENGAH,2022,2022,Makanan,0.2808333333333333
SULAWESI TENGAH,2022,2022,"Makanan, Minuman dan Tembakau",0.3016666666666667
SULAWESI TENGAH,2022,2022,Minuman yang Tidak Beralkohol,0.155
SULAWESI TENGAH,2022,2022,Rokok dan Tembakau,0.5983333333333334
SULAWESI TENGAH,2023,2023,Makanan,0.4391666666666666
SULAWESI TENGAH,2023,2023,"Makanan, Minuman dan Tembakau",0.4458333333333333
SULAWESI TENGAH,2023,2023,Minuman yang Tidak Beralkohol,0.1158333333333333
SULAWESI TENGAH,2023,2023,Rokok dan Tembakau,0.7166666666666667
SULAWESI TENGGARA,2020,2020,Makanan,0.1733333333333333
SULAWESI TENGGARA,2020,2020,"Makanan, Minuman dan Tembakau",0.2366666666666667
SULAWESI TENGGARA,2020,2020,Minuman yang Tidak Beralkohol,0.1241666666666666
SULAWESI TENGGARA,2020,2020,Rokok dan Tembakau,0.7708333333333335
SULAWESI TENGGARA,2021,2021,Makanan,0.6241666666666666
SULAWESI TENGGARA,2021,2021,"Makanan, Minuman dan Tembakau",0.5125
SULAWESI TENGGARA,2021,2021,Minuman yang Tidak Beralkohol,-0.0316666666666666
SULAWESI TENGGARA,2021,2021,Rokok dan Tembakau,0.1408333333333333
SULAWESI TENGGARA,2022,2022,Makanan,0.3358333333333334
SULAWESI TENGGARA,2022,2022,"Makanan, Minuman dan Tembakau",0.3708333333333333
SULAWESI TENGGARA,2022,2022,Minuman yang Tidak Beralkohol,0.3324999999999999
SULAWESI TENGGARA,2022,2022,Rokok dan Tembakau,0.6941666666666667
SULAWESI TENGGARA,2023,2023,Makanan,0.3016666666666667
SULAWESI TENGGARA,2023,2023,"Makanan, Minuman dan Tembakau",0.3683333333333334
SULAWESI TENGGARA,2023,2023,Minuman yang Tidak Beralkohol,0.1374999999999999
SULAWESI TENGGARA,2023,2023,Rokok dan Tembakau,0.9575
SULAWESI UTARA,2020,2020,Makanan,0.22625000000000003
SULAWESI UTARA,2020,2020,"Makanan, Minuman dan Tembakau",0.2395833333333334
SULAWESI UTARA,2020,2020,Minuman Beralkohol,0.30874999999999997
SULAWESI UTARA,2020,2020,Minuman yang Tidak Beralkohol,-0.004583333333333356
SULAWESI UTARA,2020,2020,Rokok dan Tembakau,0.3816666666666666
SULAWESI UTARA,2021,2021,Makanan,0.5374999999999999
SULAWESI UTARA,2021,2021,"Makanan, Minuman dan Tembakau",0.46875
SULAWESI UTARA,2021,2021,Minuman Beralkohol,-0.2579166666666666
SULAWESI UTARA,2021,2021,Minuman yang Tidak Beralkohol,-0.08749999999999995
SULAWESI UTARA,2021,2021,Rokok dan Tembakau,0.4966666666666667
SULAWESI UTARA,2022,2022,Makanan,0.1941666666666667
SULAWESI UTARA,2022,2022,"Makanan, Minuman dan Tembakau",0.31374999999999986
SULAWESI UTARA,2022,2022,Minuman Beralkohol,0.21166666666666664
SULAWESI UTARA,2022,2022,Minuman yang Tidak Beralkohol,0.3916666666666667
SULAWESI UTARA,2022,2022,Rokok dan Tembakau,0.8275000000000001
SULAWESI UTARA,2023,2023,Makanan,0.6525000000000001
SULAWESI UTARA,2023,2023,"Makanan, Minuman dan Tembakau",0.5591666666666666
SULAWESI UTARA,2023,2023,Minuman Beralkohol,0.26666666666666666
SULAWESI UTARA,2023,2023,Minuman yang Tidak Beralkohol,0.03500000000000006
SULAWESI UTARA,2023,2023,Rokok dan Tembakau,0.3958333333333333
SUMATERA BARAT,2020,2020,Makanan,0.31833333333333325
SUMATERA BARAT,2020,2020,"Makanan, Minuman dan Tembakau",0.355
SUMATERA BARAT,2020,2020,Minuman yang Tidak Beralkohol,0.14749999999999996
SUMATERA BARAT,2020,2020,Rokok dan Tembakau,0.6666666666666666
SUMATERA BARAT,2021,2021,Makanan,0.06458333333333334
SUMATERA BARAT,2021,2021,"Makanan, Minuman dan Tembakau",0.14791666666666659
SUMATERA BARAT,2021,2021,Minuman yang Tidak Beralkohol,0.345
SUMATERA BARAT,2021,2021,Rokok dan Tembakau,0.47875000000000006
SUMATERA BARAT,2022,2022,Makanan,0.8433333333333332
SUMATERA BARAT,2022,2022,"Makanan, Minuman dan Tembakau",0.79
SUMATERA BARAT,2022,2022,Minuman yang Tidak Beralkohol,0.2333333333333333
SUMATERA BARAT,2022,2022,Rokok dan Tembakau,0.8324999999999998
SUMATERA BARAT,2023,2023,Makanan,0.32083333333333325
SUMATERA BARAT,2023,2023,"Makanan, Minuman dan Tembakau",0.34750000000000003
SUMATERA BARAT,2023,2023,Minuman yang Tidak Beralkohol,0.05624999999999995
SUMATERA BARAT,2023,2023,Rokok dan Tembakau,0.6275
SUMATERA SELATAN,2020,2020,Makanan,0.18333333333333335
SUMATERA SELATAN,2020,2020,"Makanan, Minuman dan Tembakau",0.21333333333333332
SUMATERA SELATAN,2020,2020,Minuman yang Tidak Beralkohol,0.33874999999999994
SUMATERA SELATAN,2020,2020,Rokok dan Tembakau,0.4291666666666666
SUMATERA SELATAN,2021,2021,Makanan,0.17208333333333325
SUMATERA SELATAN,2021,2021,"Makanan, Minuman dan Tembakau",0.1875
SUMATERA SELATAN,2021,2021,Minuman yang Tidak Beralkohol,0.05041666666666665
SUMATERA SELATAN,2021,2021,Rokok dan Tembakau,0.4075
SUMATERA SELATAN,2022,2022,Makanan,0.6008333333333332
SUMATERA SELATAN,2022,2022,"Makanan, Minuman dan Tembakau",0.585
SUMATERA SELATAN,2022,2022,Minuman yang Tidak Beralkohol,0.48624999999999996
SUMATERA SELATAN,2022,2022,Rokok dan Tembakau,0.52125
SUMATERA SELATAN,2023,2023,Makanan,0.5470833333333334
SUMATERA SELATAN,2023,2023,"Makanan, Minuman dan Tembakau",0.5429166666666666
SUMATERA SELATAN,2023,2023,Minuman yang Tidak Beralkohol,0.3191666666666667
SUMATERA SELATAN,2023,2023,Rokok dan Tembakau,0.6504166666666666
SUMATERA UTARA,2020,2020,Makanan,0.567
SUMATERA UTARA,2020,2020,"Makanan, Minuman dan Tembakau",0.5153333333333333
SUMATERA UTARA,2020,2020,Minuman Beralkohol,0.4205555555555555
SUMATERA UTARA,2020,2020,Minuman yang Tidak Beralkohol,0.021666666666666702
SUMATERA UTARA,2020,2020,Rokok dan Tembakau,0.4655
SUMATERA UTARA,2021,2021,Makanan,0.15333333333333332
SUMATERA UTARA,2021,2021,"Makanan, Minuman dan Tembakau",0.1623333333333333
SUMATERA UTARA,2021,2021,Minuman Beralkohol,0.0
SUMATERA UTARA,2021,2021,Minuman yang Tidak Beralkohol,0.0508333333333333
SUMATERA UTARA,2021,2021,Rokok dan Tembakau,0.2878333333333333
SUMATERA UTARA,2022,2022,Makanan,0.5408333333333333
SUMATERA UTARA,2022,2022,"Makanan, Minuman dan Tembakau",0.5365
SUMATERA UTARA,2022,2022,Minuman Beralkohol,0.3197222222222222
SUMATERA UTARA,2022,2022,Minuman yang Tidak Beralkohol,0.23233333333333334
SUMATERA UTARA,2022,2022,Rokok dan Tembakau,0.6501666666666667
SUMATERA UTARA,2023,2023,Makanan,0.211
SUMATERA UTARA,2023,2023,"Makanan, Minuman dan Tembakau",0.26816666666666666
SUMATERA UTARA,2023,2023,Minuman Beralkohol,0.14416666666666664
SUMATERA UTARA,2023,2023,Minuman yang Tidak Beralkohol,0.2673333333333333
SUMATERA UTARA,2023,2023,Rokok dan Tembakau,0.6241666666666668
